player-avg-tackle-points_player_name,player-successful-raids_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-successful-tackles_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-avg-tackle-points_match_played,player-successful-raids_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-successful-tackles_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-avg-tackle-points_position_name,player-successful-raids_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-successful-tackles_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-avg-tackle-points_team,player-successful-raids_team,player-total-points_team,super-10s_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-successful-tackles_team,player-super-tackles_team,player-dod-raid-points_team,player-avg-tackle-points_team_name,player-successful-raids_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-successful-tackles_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-avg-tackle-points_team_full_name,player-successful-raids_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-avg-tackle-points_rank,player-successful-raids_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-successful-tackles_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-avg-tackle-points_value,player-successful-raids_value,player-total-points_value,super-10s_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-successful-tackles_value,player-super-tackles_value,player-dod-raid-points_value,player-avg-tackle-points_points_per_match,player-successful-raids_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-avg-tackle-points_team_id,player-successful-raids_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-successful-tackles_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-avg-tackle-points_position_id,player-successful-raids_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-successful-tackles_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id
Deepak Kumar Dahiya,Deepak Kumar Dahiya,Deepak Kumar Dahiya,Deepak Kumar Dahiya,Deepak Kumar Dahiya,Deepak Kumar Dahiya,,Deepak Kumar Dahiya,Deepak Kumar Dahiya,,Deepak Kumar Dahiya,16.0,16.0,16,16.0,16.0,16.0,,16.0,16.0,,16.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,142.0,25.0,29,31.0,25.0,13.0,,130.0,128.0,,5.0,0.13,61.0,78,1.0,76.0,3.0,,2.0,2.0,,38.0,0.008125,3.8125,4.875,0.0625,4.75,0.1875,,0.125,0.125,,2.375,28.0,28.0,28,28.0,28.0,28.0,,28.0,28.0,,28.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Vijin Thangadurai,,Vijin Thangadurai,,,,,Vijin Thangadurai,Vijin Thangadurai,Vijin Thangadurai,,12.0,,12,,,,,12.0,12.0,12.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,CHE,,CHE,,,,,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,121.0,,148,,,,,107.0,106.0,73.0,,0.33,,4,,,,,4.0,3.0,1.0,,0.0275,,0.3333333333333333,,,,,0.3333333333333333,0.25,0.0833333333333333,,29.0,,29,,,,,29.0,29.0,29.0,,9.0,,9,,,,,9.0,9.0,9.0,
C. Arun,,C. Arun,,C. Arun,,C. Arun,C. Arun,C. Arun,C. Arun,,20.0,,20,,20.0,,20.0,20.0,20.0,20.0,,Defender,,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,CHE,,CHE,,CHE,,CHE,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,30.0,,69,,120.0,,24.0,25.0,26.0,10.0,,1.75,,36,,1.0,,1.0,35.0,30.0,5.0,,0.0875,,1.8,,0.05,,0.05,1.75,1.5,0.25,,29.0,,29,,29.0,,29.0,29.0,29.0,29.0,,9.0,,9,,9.0,,9.0,9.0,9.0,9.0,
Joginder Narwal,,Joginder Narwal,,,,,Joginder Narwal,Joginder Narwal,,,8.0,,8,,,,,8.0,8.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,MUM,,MUM,,,,,MUM,MUM,,,U Mumba,,U Mumba,,,,,U Mumba,U Mumba,,,60.0,,128,,,,,73.0,72.0,,,1.13,,9,,,,,9.0,9.0,,,0.14125,,1.125,,,,,1.125,1.125,,,5.0,,5,,,,,5.0,5.0,,,9.0,,9,,,,,9.0,9.0,,
Ashish Chhokar,Ashish Chhokar,Ashish Chhokar,,Ashish Chhokar,Ashish Chhokar,,Ashish Chhokar,Ashish Chhokar,,Ashish Chhokar,5.0,5.0,5,,5.0,5.0,,5.0,5.0,,5.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,,HAR,HAR,,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,91.0,72.0,121,,70.0,43.0,,114.0,112.0,,80.0,0.6,6.0,12,,9.0,1.0,,3.0,3.0,,1.0,0.12,1.2,2.4,,1.8,0.2,,0.6,0.6,,0.2,28.0,28.0,28,,28.0,28.0,,28.0,28.0,,28.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,,8.0
,Pardeep Narwal,Pardeep Narwal,Pardeep Narwal,Pardeep Narwal,Pardeep Narwal,,,,,Pardeep Narwal,,26.0,26,26.0,26.0,26.0,,,,,26.0,,Raider,Raider,Raider,Raider,Raider,,,,,Raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,,,,,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,,,Patna Pirates,,1.0,1,1.0,1.0,1.0,,,,,13.0,,271.0,369,19.0,369.0,18.0,,,,,29.0,,10.423076923076923,14.192307692307692,0.7307692307692307,14.192307692307692,0.6923076923076923,,,,,1.1153846153846154,,6.0,6,6.0,6.0,6.0,,,,,6.0,,8.0,8,8.0,8.0,8.0,,,,,8.0
Ashish Sangwan,Ashish Sangwan,Ashish Sangwan,,Ashish Sangwan,,Ashish Sangwan,Ashish Sangwan,Ashish Sangwan,Ashish Sangwan,Ashish Sangwan,20.0,20.0,20,,20.0,,20.0,20.0,20.0,20.0,20.0,Defender,Defender,Defender,,Defender,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,BLR,BLR,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,81.0,52.0,76,,54.0,,25.0,56.0,56.0,70.0,58.0,0.75,16.0,32,,17.0,,1.0,15.0,14.0,1.0,4.0,0.0375,0.8,1.6,,0.85,,0.05,0.75,0.7,0.05,0.2,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9,,9.0,,9.0,9.0,9.0,9.0,9.0
Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,,Rakesh Narwal,Rakesh Narwal,,Rakesh Narwal,Rakesh Narwal,,Rakesh Narwal,6.0,6.0,6,,6.0,6.0,,6.0,6.0,,6.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,,GUJ,GUJ,,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,137.0,53.0,105,,55.0,53.0,,149.0,147.0,,72.0,0.17,15.0,18,,17.0,1.0,,1.0,1.0,,1.0,0.0283333333333333,2.5,3.0,,2.8333333333333335,0.1666666666666666,,0.1666666666666666,0.1666666666666666,,0.1666666666666666,31.0,31.0,31,,31.0,31.0,,31.0,31.0,,31.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,,8.0
Sunil,,Sunil,,,,,Sunil,Sunil,Sunil,,18.0,,18,,,,,18.0,18.0,18.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,DEL,,DEL,,,,,DEL,DEL,DEL,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,43.0,,89,,,,,35.0,33.0,58.0,,1.39,,25,,,,,25.0,24.0,1.0,,0.0772222222222222,,1.3888888888888888,,,,,1.3888888888888888,1.3333333333333333,0.0555555555555555,,2.0,,2,,,,,2.0,2.0,2.0,,9.0,,9,,,,,9.0,9.0,9.0,
Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,,Deepak Narwal,Deepak Narwal,,Deepak Narwal,16.0,16.0,16,16.0,16.0,16.0,,16.0,16.0,,16.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,KOL,KOL,KOL,KOL,KOL,KOL,,KOL,KOL,,KOL,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,141.0,21.0,23,11.0,23.0,50.0,,134.0,131.0,,18.0,0.13,71.0,87,4.0,85.0,1.0,,2.0,2.0,,25.0,0.008125,4.4375,5.4375,0.25,5.3125,0.0625,,0.125,0.125,,1.5625,4.0,4.0,4,4.0,4.0,4.0,,4.0,4.0,,4.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Amit Hooda,,Amit Hooda,,,,Amit Hooda,Amit Hooda,Amit Hooda,Amit Hooda,,22.0,,22,,,,22.0,22.0,22.0,22.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,CHE,,CHE,,,,CHE,CHE,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,6.0,,43,,,,17.0,7.0,8.0,5.0,,2.77,,61,,,,2.0,61.0,55.0,6.0,,0.1259090909090909,,2.772727272727273,,,,0.0909090909090909,2.772727272727273,2.5,0.2727272727272727,,29.0,,29,,,,29.0,29.0,29.0,29.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Vinod Kumar,,Vinod Kumar,,,,,Vinod Kumar,Vinod Kumar,,,4.0,,4,,,,,4.0,4.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,HYD,,HYD,,,,,HYD,HYD,,,Telugu Titans,,Telugu Titans,,,,,Telugu Titans,Telugu Titans,,,99.0,,166,,,,,127.0,122.0,,,0.5,,2,,,,,2.0,2.0,,,0.125,,0.5,,,,,0.5,0.5,,,8.0,,8,,,,,8.0,8.0,,,9.0,,9,,,,,9.0,9.0,,
,Rohit Kumar Choudary,Rohit Kumar Choudary,,Rohit Kumar Choudary,,,,,,Rohit Kumar Choudary,,11.0,11,,11.0,,,,,,11.0,,Raider,Raider,,Raider,,,,,,Raider,,,,,,,,,,,,,PUN,PUN,,PUN,,,,,,PUN,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,,,,Puneri Paltan,,63.0,118,,63.0,,,,,,77.0,,10.0,13,,13.0,,,,,,1.0,,0.9090909090909092,1.181818181818182,,1.181818181818182,,,,,,0.0909090909090909,,7.0,7,,7.0,,,,,,7.0,,8.0,8,,8.0,,,,,,8.0
Sachin Kumar,,Sachin Kumar,,Sachin Kumar,,Sachin Kumar,Sachin Kumar,Sachin Kumar,,,9.0,,9,,9.0,,9.0,9.0,9.0,,,Defender,,Defender,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,BLR,,BLR,,BLR,,BLR,BLR,BLR,,,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,85.0,,137,,114.0,,35.0,91.0,84.0,,,0.67,,7,,1.0,,1.0,6.0,6.0,,,0.0744444444444444,,0.7777777777777778,,0.1111111111111111,,0.1111111111111111,0.6666666666666666,0.6666666666666666,,,1.0,,1,,1.0,,1.0,1.0,1.0,,,9.0,,9,,9.0,,9.0,9.0,9.0,,
K. Prapanjan,K. Prapanjan,K. Prapanjan,K. Prapanjan,K. Prapanjan,K. Prapanjan,,K. Prapanjan,K. Prapanjan,,K. Prapanjan,22.0,22.0,22,22.0,22.0,22.0,,22.0,22.0,,22.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,CHE,,CHE,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,149.0,11.0,12,17.0,11.0,30.0,,136.0,136.0,,7.0,0.05,104.0,124,3.0,123.0,2.0,,1.0,1.0,,36.0,0.0022727272727272,4.7272727272727275,5.636363636363637,0.1363636363636363,5.590909090909091,0.0909090909090909,,0.0454545454545454,0.0454545454545454,,1.6363636363636365,29.0,29.0,29,29.0,29.0,29.0,,29.0,29.0,,29.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Manoj Dhull,,Manoj Dhull,,,,,Manoj Dhull,Manoj Dhull,,,9.0,,9,,,,,9.0,9.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,JAI,,JAI,,,,,JAI,JAI,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,82.0,,141,,,,,93.0,87.0,,,0.67,,6,,,,,6.0,6.0,,,0.0744444444444444,,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,,,3.0,,3,,,,,3.0,3.0,,,9.0,,9,,,,,9.0,9.0,,
Surender Singh,Surender Singh,Surender Singh,Surender Singh,Surender Singh,Surender Singh,,Surender Singh,Surender Singh,,Surender Singh,18.0,18.0,18,18.0,18.0,18.0,,18.0,18.0,,18.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,,U.P.,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,146.0,31.0,34,24.0,27.0,29.0,,133.0,132.0,,25.0,0.11,47.0,70,2.0,68.0,2.0,,2.0,2.0,,19.0,0.0061111111111111,2.611111111111111,3.888888888888889,0.1111111111111111,3.7777777777777777,0.1111111111111111,,0.1111111111111111,0.1111111111111111,,1.0555555555555556,30.0,30.0,30,30.0,30.0,30.0,,30.0,30.0,,30.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Ravi Kumar,,Ravi Kumar,,,,,Ravi Kumar,Ravi Kumar,Ravi Kumar,,23.0,,23,,,,,23.0,23.0,23.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,PUN,,PUN,,,,,PUN,PUN,PUN,,Puneri Paltan,,Puneri Paltan,,,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,48.0,,81,,,,,30.0,30.0,35.0,,1.3,,30,,,,,30.0,28.0,2.0,,0.0565217391304347,,1.3043478260869563,,,,,1.3043478260869563,1.2173913043478262,0.0869565217391304,,7.0,,7,,,,,7.0,7.0,7.0,,9.0,,9,,,,,9.0,9.0,9.0,
Tushar Patil,Tushar Patil,Tushar Patil,,Tushar Patil,Tushar Patil,,Tushar Patil,Tushar Patil,,Tushar Patil,17.0,17.0,17,,17.0,17.0,,17.0,17.0,,17.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,JAI,JAI,JAI,,JAI,JAI,,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,136.0,29.0,36,,30.0,12.0,,111.0,105.0,,35.0,0.18,49.0,67,,64.0,3.0,,3.0,3.0,,13.0,0.0105882352941176,2.8823529411764706,3.941176470588235,,3.764705882352941,0.1764705882352941,,0.1764705882352941,0.1764705882352941,,0.7647058823529411,3.0,3.0,3,,3.0,3.0,,3.0,3.0,,3.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,,8.0
Hadi Oshtorak,,Hadi Oshtorak,,,,,Hadi Oshtorak,Hadi Oshtorak,Hadi Oshtorak,,16.0,,16,,,,,16.0,16.0,16.0,,All Rounder,,All Rounder,,,,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,MUM,,MUM,,,,,MUM,MUM,MUM,,U Mumba,,U Mumba,,,,,U Mumba,U Mumba,U Mumba,,54.0,,104,,,,,49.0,49.0,31.0,,1.25,,20,,,,,20.0,17.0,3.0,,0.078125,,1.25,,,,,1.25,1.0625,0.1875,,5.0,,5,,,,,5.0,5.0,5.0,,0.0,,0,,,,,0.0,0.0,0.0,
Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,,Meraj Sheykh,Meraj Sheykh,,Meraj Sheykh,20.0,20.0,20,20.0,20.0,20.0,,20.0,20.0,,20.0,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,110.0,19.0,17,18.0,17.0,10.0,,84.0,80.0,,10.0,0.4,76.0,104,2.0,96.0,3.0,,8.0,8.0,,31.0,0.02,3.8,5.2,0.1,4.8,0.15,,0.4,0.4,,1.55,2.0,2.0,2,2.0,2.0,2.0,,2.0,2.0,,2.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,0.0
Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,,20.0,20.0,20,,20.0,20.0,20.0,20.0,20.0,20.0,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,37.0,67.0,56,,57.0,44.0,33.0,28.0,32.0,3.0,,1.55,7.0,47,,16.0,1.0,1.0,31.0,25.0,6.0,,0.0775,0.35,2.35,,0.8,0.05,0.05,1.55,1.25,0.3,,5.0,5.0,5,,5.0,5.0,5.0,5.0,5.0,5.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,
Fazel Atrachali,,Fazel Atrachali,,,,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,,24.0,,24,,,,24.0,24.0,24.0,24.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,GUJ,,GUJ,,,,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,15.0,,48,,,,6.0,9.0,10.0,28.0,,2.38,,57,,,,4.0,57.0,54.0,3.0,,0.0991666666666666,,2.375,,,,0.1666666666666666,2.375,2.25,0.125,,31.0,,31,,,,31.0,31.0,31.0,31.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,,Rohit Baliyan,Rohit Baliyan,,Rohit Baliyan,17.0,17.0,17,17.0,17.0,17.0,,17.0,17.0,,17.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,98.0,27.0,31,28.0,29.0,40.0,,78.0,73.0,,45.0,0.53,55.0,74,1.0,65.0,1.0,,9.0,9.0,,8.0,0.0311764705882352,3.235294117647059,4.352941176470588,0.0588235294117647,3.823529411764706,0.0588235294117647,,0.5294117647058824,0.5294117647058824,,0.4705882352941176,2.0,2.0,2,2.0,2.0,2.0,,2.0,2.0,,2.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
,Selvamani K,Selvamani K,,Selvamani K,,,,,,,,3.0,3,,3.0,,,,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,,JAI,JAI,,JAI,,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,,,,84.0,150,,88.0,,,,,,,,3.0,4,,4.0,,,,,,,,1.0,1.3333333333333333,,1.3333333333333333,,,,,,,,3.0,3,,3.0,,,,,,,,8.0,8,,8.0,,,,,,
,David Mosambayi,David Mosambayi,,David Mosambayi,,,,,,,,2.0,2,,2.0,,,,,,,,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,,,,,HAR,HAR,,HAR,,,,,,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,,,,,,,100.0,170,,105.0,,,,,,,,1.0,2,,2.0,,,,,,,,0.5,1.0,,1.0,,,,,,,,28.0,28,,28.0,,,,,,,,0.0,0,,0.0,,,,,,
Vineet Sharma,Vineet Sharma,Vineet Sharma,,Vineet Sharma,,,Vineet Sharma,Vineet Sharma,Vineet Sharma,Vineet Sharma,18.0,18.0,18,,18.0,,,18.0,18.0,18.0,18.0,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,Raider,,,,,,,,,,,,CHE,CHE,CHE,,CHE,,,CHE,CHE,CHE,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,79.0,55.0,80,,59.0,,,59.0,59.0,74.0,61.0,0.78,15.0,30,,16.0,,,14.0,13.0,1.0,3.0,0.0433333333333333,0.8333333333333334,1.6666666666666667,,0.8888888888888888,,,0.7777777777777778,0.7222222222222222,0.0555555555555555,0.1666666666666666,29.0,29.0,29,,29.0,,,29.0,29.0,29.0,29.0,8.0,8.0,8,,8.0,,,8.0,8.0,8.0,8.0
,Umesh Mhatre,Umesh Mhatre,,Umesh Mhatre,,,,,,Umesh Mhatre,,5.0,5,,5.0,,,,,,5.0,,Raider,Raider,,Raider,,,,,,Raider,,,,,,,,,,,,,PUN,PUN,,PUN,,,,,,PUN,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,,,,Puneri Paltan,,101.0,173,,113.0,,,,,,81.0,,1.0,1,,1.0,,,,,,1.0,,0.2,0.2,,0.2,,,,,,0.2,,7.0,7,,7.0,,,,,,7.0,,8.0,8,,8.0,,,,,,8.0
Deepak Kumar,Deepak Kumar,Deepak Kumar,,Deepak Kumar,,,Deepak Kumar,Deepak Kumar,Deepak Kumar,Deepak Kumar,6.0,6.0,6,,6.0,,,6.0,6.0,6.0,6.0,All Rounder,All Rounder,All Rounder,,All Rounder,,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,HAR,HAR,HAR,,HAR,,,HAR,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,84.0,82.0,135,,96.0,,,106.0,111.0,52.0,82.0,0.67,3.0,7,,3.0,,,4.0,3.0,1.0,1.0,0.1116666666666666,0.5,1.1666666666666667,,0.5,,,0.6666666666666666,0.5,0.1666666666666666,0.1666666666666666,28.0,28.0,28,,28.0,,,28.0,28.0,28.0,28.0,0.0,0.0,0,,0.0,,,0.0,0.0,0.0,0.0
Shashank Wankhede,,Shashank Wankhede,,,,,Shashank Wankhede,Shashank Wankhede,,,3.0,,3,,,,,3.0,3.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,KOL,,KOL,,,,,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,,83.0,,161,,,,,135.0,134.0,,,0.67,,2,,,,,2.0,2.0,,,0.2233333333333333,,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,,,4.0,,4,,,,,4.0,4.0,,,9.0,,9,,,,,9.0,9.0,,
Rahul Kumar,,Rahul Kumar,,,,,Rahul Kumar,Rahul Kumar,,,10.0,,10,,,,,10.0,10.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,KOL,,KOL,,,,,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,,92.0,,142,,,,,94.0,85.0,,,0.6,,6,,,,,6.0,6.0,,,0.06,,0.6,,,,,0.6,0.6,,,4.0,,4,,,,,4.0,4.0,,,9.0,,9,,,,,9.0,9.0,,
Ravinder Kumar,,Ravinder Kumar,,,,,Ravinder Kumar,Ravinder Kumar,,,1.0,,1,,,,,1.0,1.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,JAI,,JAI,,,,,JAI,JAI,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,65.0,,174,,,,,146.0,146.0,,,1.0,,1,,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,3.0,,3,,,,,3.0,3.0,,,9.0,,9,,,,,9.0,9.0,,
