player-super-raids_player_name,player-raid-points_player_name,player-successful-raids_player_name,player-total-points_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,super-10s_player_name,high-5s_player_name,player-tackle-points_player_name,player-successful-tackles_player_name,player-avg-tackle-points_player_name,player-super-raids_match_played,player-raid-points_match_played,player-successful-raids_match_played,player-total-points_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,super-10s_match_played,high-5s_match_played,player-tackle-points_match_played,player-successful-tackles_match_played,player-avg-tackle-points_match_played,player-super-raids_position_name,player-raid-points_position_name,player-successful-raids_position_name,player-total-points_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,super-10s_position_name,high-5s_position_name,player-tackle-points_position_name,player-successful-tackles_position_name,player-avg-tackle-points_position_name,player-super-raids_team,player-raid-points_team,player-successful-raids_team,player-total-points_team,player-super-tackles_team,player-dod-raid-points_team,super-10s_team,high-5s_team,player-tackle-points_team,player-successful-tackles_team,player-avg-tackle-points_team,player-super-raids_team_name,player-raid-points_team_name,player-successful-raids_team_name,player-total-points_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,super-10s_team_name,high-5s_team_name,player-tackle-points_team_name,player-successful-tackles_team_name,player-avg-tackle-points_team_name,player-super-raids_team_full_name,player-raid-points_team_full_name,player-successful-raids_team_full_name,player-total-points_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,super-10s_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-super-raids_rank,player-raid-points_rank,player-successful-raids_rank,player-total-points_rank,player-super-tackles_rank,player-dod-raid-points_rank,super-10s_rank,high-5s_rank,player-tackle-points_rank,player-successful-tackles_rank,player-avg-tackle-points_rank,player-super-raids_value,player-raid-points_value,player-successful-raids_value,player-total-points_value,player-super-tackles_value,player-dod-raid-points_value,super-10s_value,high-5s_value,player-tackle-points_value,player-successful-tackles_value,player-avg-tackle-points_value,player-super-raids_points_per_match,player-raid-points_points_per_match,player-successful-raids_points_per_match,player-total-points_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,super-10s_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-super-raids_team_id,player-raid-points_team_id,player-successful-raids_team_id,player-total-points_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,super-10s_team_id,high-5s_team_id,player-tackle-points_team_id,player-successful-tackles_team_id,player-avg-tackle-points_team_id,player-super-raids_position_id,player-raid-points_position_id,player-successful-raids_position_id,player-total-points_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id,super-10s_position_id,high-5s_position_id,player-tackle-points_position_id,player-successful-tackles_position_id,player-avg-tackle-points_position_id
,Sunil,,Sunil,Sunil,,,,Sunil,Sunil,Sunil,,10.0,,10,10.0,,,,10.0,10.0,10.0,,Defender,,Defender,Defender,,,,Defender,Defender,Defender,,,,,,,,,,,,,MUM,,MUM,MUM,,,,MUM,MUM,MUM,,U Mumba,,U Mumba,U Mumba,,,,U Mumba,U Mumba,U Mumba,,70.0,,54,31.0,,,,27.0,27.0,27.0,,1.0,,17,1.0,,,,16.0,15.0,1.6,,0.1,,1.7,0.1,,,,1.6,1.5,0.16,,5.0,,5,5.0,,,,5.0,5.0,5.0,,9.0,,9,9.0,,,,9.0,9.0,9.0
,Sunny,,Sunny,,Sunny,,,,,,,3.0,,3,,3.0,,,,,,,Raider,,Raider,,Raider,,,,,,,,,,,,,,,,,,PAT,,PAT,,PAT,,,,,,,Patna Pirates,,Patna Pirates,,Patna Pirates,,,,,,,71.0,,99,,54.0,,,,,,,1.0,,1,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,6.0,,6,,6.0,,,,,,,8.0,,8,,8.0,,,,,
Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,,Deepak Narwal,,,,,,6.0,6.0,6.0,6,,6.0,,,,,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,DEL,DEL,DEL,DEL,,DEL,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,,17.0,36.0,35.0,62,,33.0,,,,,,1.0,13.0,8.0,13,,4.0,,,,,,0.1666666666666666,2.1666666666666665,1.3333333333333333,2.1666666666666665,,0.6666666666666666,,,,,,2.0,2.0,2.0,2,,2.0,,,,,,8.0,8.0,8.0,8,,8.0,,,,,
,Amit Hooda,,Amit Hooda,Amit Hooda,,,Amit Hooda,Amit Hooda,Amit Hooda,Amit Hooda,,16.0,,16,16.0,,,16.0,16.0,16.0,16.0,,Defender,,Defender,Defender,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,JAI,,JAI,JAI,,,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,63.0,,21,9.0,,,6.0,2.0,1.0,4.0,,2.0,,53,4.0,,,3.0,51.0,47.0,3.19,,0.125,,3.3125,0.25,,,0.1875,3.1875,2.9375,0.199375,,3.0,,3,3.0,,,3.0,3.0,3.0,3.0,,9.0,,9,9.0,,,9.0,9.0,9.0,9.0
,,,Vinod Kumar,,,,Vinod Kumar,Vinod Kumar,Vinod Kumar,Vinod Kumar,,,,12,,,,12.0,12.0,12.0,12.0,,,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,,HYD,,,,HYD,HYD,HYD,HYD,,,,Telugu Titans,,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,,40,,,,13.0,15.0,12.0,13.0,,,,30,,,,1.0,30.0,30.0,2.5,,,,2.5,,,,0.0833333333333333,2.5,2.5,0.2083333333333333,,,,8,,,,8.0,8.0,8.0,8.0,,,,9,,,,9.0,9.0,9.0,9.0
,K. Prapanjan,K. Prapanjan,K. Prapanjan,,K. Prapanjan,,,,,,,11.0,11.0,11,,11.0,,,,,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,HYD,HYD,HYD,,HYD,,,,,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,,,,,,,37.0,34.0,65,,23.0,,,,,,,12.0,10.0,12,,9.0,,,,,,,1.0909090909090908,0.9090909090909092,1.0909090909090908,,0.8181818181818182,,,,,,,8.0,8.0,8,,8.0,,,,,,,8.0,8.0,8,,8.0,,,,,
,Amit Om Prakash Rathi,Amit Om Prakash Rathi,Amit Om Prakash Rathi,,Amit Om Prakash Rathi,,,,,,,2.0,2.0,2,,2.0,,,,,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,,,,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,,,,,55.0,57.0,85,,39.0,,,,,,,4.0,3.0,4,,3.0,,,,,,,2.0,1.5,2.0,,1.5,,,,,,,1.0,1.0,1,,1.0,,,,,,,8.0,8.0,8,,8.0,,,,,
,,,Manoj Dhull,,,,,Manoj Dhull,Manoj Dhull,Manoj Dhull,,,,2,,,,,2.0,2.0,2.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,MUM,,,,,MUM,MUM,MUM,,,,U Mumba,,,,,U Mumba,U Mumba,U Mumba,,,,98,,,,,76.0,76.0,51.0,,,,1,,,,,1.0,1.0,0.5,,,,0.5,,,,,0.5,0.5,0.25,,,,5,,,,,5.0,5.0,5.0,,,,9,,,,,9.0,9.0,9.0
,Surender Singh,Surender Singh,Surender Singh,,Surender Singh,,,Surender Singh,Surender Singh,Surender Singh,,11.0,11.0,11,,11.0,,,11.0,11.0,11.0,,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,,,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,,U Mumba,,,U Mumba,U Mumba,U Mumba,,40.0,41.0,66,,35.0,,,64.0,61.0,69.0,,9.0,7.0,11,,4.0,,,2.0,2.0,0.18,,0.8181818181818182,0.6363636363636364,1.0,,0.3636363636363636,,,0.1818181818181818,0.1818181818181818,0.0163636363636363,,5.0,5.0,5,,5.0,,,5.0,5.0,5.0,,8.0,8.0,8,,8.0,,,8.0,8.0,8.0
,Tushar Patil,Tushar Patil,Tushar Patil,,Tushar Patil,,,Tushar Patil,Tushar Patil,Tushar Patil,,8.0,8.0,8,,8.0,,,8.0,8.0,8.0,,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,JAI,JAI,JAI,,JAI,,,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,31.0,32.0,58,,27.0,,,75.0,75.0,73.0,,14.0,11.0,15,,6.0,,,1.0,1.0,0.13,,1.75,1.375,1.875,,0.75,,,0.125,0.125,0.01625,,3.0,3.0,3,,3.0,,,3.0,3.0,3.0,,8.0,8.0,8,,8.0,,,8.0,8.0,8.0
,Yogesh Hooda,Yogesh Hooda,Yogesh Hooda,,Yogesh Hooda,,,Yogesh Hooda,Yogesh Hooda,Yogesh Hooda,,5.0,5.0,5,,5.0,,,5.0,5.0,5.0,,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,32.0,31.0,55,,28.0,,,63.0,60.0,57.0,,14.0,12.0,16,,6.0,,,2.0,2.0,0.4,,2.8,2.4,3.2,,1.2,,,0.4,0.4,0.08,,1.0,1.0,1,,1.0,,,1.0,1.0,1.0,,8.0,8.0,8,,8.0,,,8.0,8.0,8.0
,Hadi Oshtorak,,Hadi Oshtorak,Hadi Oshtorak,,,Hadi Oshtorak,Hadi Oshtorak,Hadi Oshtorak,Hadi Oshtorak,,7.0,,7,7.0,,,7.0,7.0,7.0,7.0,,All Rounder,,All Rounder,All Rounder,,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PAT,,PAT,PAT,,,PAT,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,64.0,,61,11.0,,,14.0,32.0,35.0,24.0,,1.0,,13,3.0,,,1.0,12.0,9.0,1.71,,0.1428571428571428,,1.8571428571428572,0.4285714285714285,,,0.1428571428571428,1.7142857142857142,1.2857142857142858,0.2442857142857142,,6.0,,6,6.0,,,6.0,6.0,6.0,6.0,,0.0,,0,0.0,,,0.0,0.0,0.0,0.0
Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,,,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,14.0,14.0,14.0,14,14.0,14.0,,,14.0,14.0,14.0,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,,,DEL,DEL,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,3.0,11.0,16.0,9,12.0,8.0,,,33.0,36.0,42.0,4.0,63.0,42.0,75,3.0,22.0,,,12.0,9.0,0.86,0.2857142857142857,4.5,3.0,5.357142857142857,0.2142857142857142,1.5714285714285714,,,0.8571428571428571,0.6428571428571429,0.0614285714285714,2.0,2.0,2.0,2,2.0,2.0,,,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0
,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,,,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,,15.0,15.0,15,15.0,,,15.0,15.0,15.0,15.0,,All Rounder,All Rounder,All Rounder,All Rounder,,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PAT,PAT,PAT,PAT,,,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,42.0,42.0,26,6.0,,,12.0,12.0,14.0,14.0,,8.0,7.0,42,5.0,,,2.0,34.0,29.0,2.27,,0.5333333333333333,0.4666666666666667,2.8,0.3333333333333333,,,0.1333333333333333,2.2666666666666666,1.9333333333333331,0.1513333333333333,,6.0,6.0,6,6.0,,,6.0,6.0,6.0,6.0,,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
,,,Fazel Atrachali,Fazel Atrachali,,,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,,,,16,16.0,,,16.0,16.0,16.0,16.0,,,,Defender,Defender,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,,PAT,PAT,,,PAT,PAT,PAT,PAT,,,,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,,22,2.0,,,5.0,1.0,2.0,3.0,,,,52,7.0,,,4.0,52.0,45.0,3.25,,,,3.25,0.4375,,,0.25,3.25,2.8125,0.203125,,,,6,6.0,,,6.0,6.0,6.0,6.0,,,,9,9.0,,,9.0,9.0,9.0,9.0
Selvamani K,Selvamani K,Selvamani K,Selvamani K,,Selvamani K,,,,,,13.0,13.0,13.0,13,,13.0,,,,,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,DEL,DEL,DEL,DEL,,DEL,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,,14.0,18.0,19.0,24,,5.0,,,,,,1.0,45.0,34.0,45,,27.0,,,,,,0.0769230769230769,3.4615384615384617,2.6153846153846154,3.4615384615384617,,2.076923076923077,,,,,,2.0,2.0,2.0,2,,2.0,,,,,,8.0,8.0,8.0,8,,8.0,,,,,
,Umesh Mhatre,Umesh Mhatre,Umesh Mhatre,Umesh Mhatre,Umesh Mhatre,,,Umesh Mhatre,Umesh Mhatre,Umesh Mhatre,,2.0,2.0,2,2.0,2.0,,,2.0,2.0,2.0,,Raider,Raider,Raider,Raider,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,,,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,54.0,49.0,75,33.0,49.0,,,52.0,54.0,19.0,,4.0,4.0,8,1.0,1.0,,,4.0,3.0,2.0,,2.0,2.0,4.0,0.5,0.5,,,2.0,1.5,1.0,,2.0,2.0,2,2.0,2.0,,,2.0,2.0,2.0,,8.0,8.0,8,8.0,8.0,,,8.0,8.0,8.0
,,,Rahul Kumar,,,,,Rahul Kumar,Rahul Kumar,Rahul Kumar,,,,9,,,,,9.0,9.0,9.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,BLR,,,,,BLR,BLR,BLR,,,,Bengaluru Bulls,,,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,95,,,,,65.0,62.0,68.0,,,,2,,,,,2.0,2.0,0.22,,,,0.2222222222222222,,,,,0.2222222222222222,0.2222222222222222,0.0244444444444444,,,,1,,,,,1.0,1.0,1.0,,,,9,,,,,9.0,9.0,9.0
,,,Sandeep Kumar Dhull,,,,Sandeep Kumar Dhull,Sandeep Kumar Dhull,Sandeep Kumar Dhull,Sandeep Kumar Dhull,,,,12,,,,12.0,12.0,12.0,12.0,,,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,,HYD,,,,HYD,HYD,HYD,HYD,,,,Telugu Titans,,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,,34,,,,9.0,10.0,7.0,7.0,,,,35,,,,2.0,35.0,35.0,2.92,,,,2.9166666666666665,,,,0.1666666666666666,2.9166666666666665,2.9166666666666665,0.2433333333333333,,,,8,,,,8.0,8.0,8.0,8.0,,,,9,,,,9.0,9.0,9.0,9.0
Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,,Nilesh Salunke,Nilesh Salunke,,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,15.0,15.0,15.0,15,,15.0,15.0,,15.0,15.0,15.0,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,15.0,12.0,13.0,17,,11.0,14.0,,71.0,71.0,79.0,1.0,61.0,47.0,62,,18.0,1.0,,1.0,1.0,0.07,0.0666666666666666,4.066666666666666,3.1333333333333333,4.133333333333334,,1.2,0.0666666666666666,,0.0666666666666666,0.0666666666666666,0.0046666666666666,8.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,8.0
Abolfazl Maghsodloumahali,Abolfazl Maghsodloumahali,Abolfazl Maghsodloumahali,Abolfazl Maghsodloumahali,,Abolfazl Maghsodloumahali,,,,,,9.0,9.0,9.0,9,,9.0,,,,,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,PAT,PAT,PAT,PAT,,PAT,,,,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,,,12.0,23.0,26.0,44,,21.0,,,,,,2.0,25.0,18.0,25,,9.0,,,,,,0.2222222222222222,2.7777777777777777,2.0,2.7777777777777777,,1.0,,,,,,6.0,6.0,6.0,6,,6.0,,,,,,8.0,8.0,8.0,8,,8.0,,,,,
,,,Hadi Tajik,,,,,Hadi Tajik,Hadi Tajik,Hadi Tajik,,,,1,,,,,1.0,1.0,1.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,DEL,,,,,DEL,DEL,DEL,,,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,100,,,,,72.0,72.0,39.0,,,,1,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,2,,,,,2.0,2.0,2.0,,,,9,,,,,9.0,9.0,9.0
,,,Anil Kumar,,,,,Anil Kumar,Anil Kumar,Anil Kumar,,,,4,,,,,4.0,4.0,4.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,PAT,,,,,PAT,PAT,PAT,,,,Patna Pirates,,,,,Patna Pirates,Patna Pirates,Patna Pirates,,,,93,,,,,66.0,63.0,50.0,,,,2,,,,,2.0,2.0,0.5,,,,0.5,,,,,0.5,0.5,0.125,,,,6,,,,,6.0,6.0,6.0,,,,9,,,,,9.0,9.0,9.0
,Pawan Kumar Sehrawat,Pawan Kumar Sehrawat,Pawan Kumar Sehrawat,,Pawan Kumar Sehrawat,,,,,,,10.0,10.0,10,,10.0,,,,,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,,,,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,,,,,39.0,36.0,68,,26.0,,,,,,,11.0,8.0,11,,6.0,,,,,,,1.1,0.8,1.1,,0.6,,,,,,,1.0,1.0,1,,1.0,,,,,,,8.0,8.0,8,,8.0,,,,,
Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,,Nitin Tomar,,,Nitin Tomar,Nitin Tomar,Nitin Tomar,12.0,12.0,12.0,12,,12.0,,,12.0,12.0,12.0,Raider,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,PUN,PUN,PUN,PUN,,PUN,,,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,13.0,21.0,20.0,36,,20.0,,,70.0,70.0,78.0,1.0,33.0,30.0,34,,11.0,,,1.0,1.0,0.08,0.0833333333333333,2.75,2.5,2.8333333333333335,,0.9166666666666666,,,0.0833333333333333,0.0833333333333333,0.0066666666666666,7.0,7.0,7.0,7,,7.0,,,7.0,7.0,7.0,8.0,8.0,8.0,8,,8.0,,,8.0,8.0,8.0
,,,Surjeet Singh,Surjeet Singh,,,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,,,,14,14.0,,,14.0,14.0,14.0,14.0,,,,Defender,Defender,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,,MUM,MUM,,,MUM,MUM,MUM,MUM,,,,U Mumba,U Mumba,,,U Mumba,U Mumba,U Mumba,U Mumba,,,,33,10.0,,,10.0,9.0,9.0,10.0,,,,37,4.0,,,2.0,37.0,33.0,2.64,,,,2.642857142857143,0.2857142857142857,,,0.1428571428571428,2.642857142857143,2.357142857142857,0.1885714285714285,,,,5,5.0,,,5.0,5.0,5.0,5.0,,,,9,9.0,,,9.0,9.0,9.0,9.0
Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,,Rohit Kumar,Rohit Kumar,Rohit Kumar,14.0,14.0,14.0,14,14.0,14.0,14.0,,14.0,14.0,14.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,5.0,4.0,4.0,4,32.0,13.0,15.0,,41.0,40.0,49.0,3.0,93.0,75.0,100,1.0,17.0,1.0,,7.0,6.0,0.5,0.2142857142857142,6.642857142857143,5.357142857142857,7.142857142857143,0.0714285714285714,1.2142857142857142,0.0714285714285714,,0.5,0.4285714285714285,0.0357142857142857,1.0,1.0,1.0,1,1.0,1.0,1.0,,1.0,1.0,1.0,8.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0
,,,Sagar B. Krishna,,,,,Sagar B. Krishna,Sagar B. Krishna,Sagar B. Krishna,,,,11,,,,,11.0,11.0,11.0,,,,All Rounder,,,,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,,HYD,,,,,HYD,HYD,HYD,,,,Telugu Titans,,,,,Telugu Titans,Telugu Titans,Telugu Titans,,,,81,,,,,42.0,41.0,48.0,,,,6,,,,,6.0,6.0,0.55,,,,0.5454545454545454,,,,,0.5454545454545454,0.5454545454545454,0.05,,,,8,,,,,8.0,8.0,8.0,,,,0,,,,,0.0,0.0,0.0
,,,Parvesh Bhainswal,,,,,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,,,,7,,,,,7.0,7.0,7.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,JAI,,,,,JAI,JAI,JAI,,,,Jaipur Pink Panthers,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,88,,,,,53.0,53.0,56.0,,,,3,,,,,3.0,3.0,0.43,,,,0.4285714285714285,,,,,0.4285714285714285,0.4285714285714285,0.0614285714285714,,,,3,,,,,3.0,3.0,3.0,,,,9,,,,,9.0,9.0,9.0
,,,Sanket Chavan,,,,,Sanket Chavan,Sanket Chavan,Sanket Chavan,,,,6,,,,,6.0,6.0,6.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,DEL,,,,,DEL,DEL,DEL,,,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,69,,,,,34.0,31.0,22.0,,,,11,,,,,11.0,11.0,1.83,,,,1.8333333333333333,,,,,1.8333333333333333,1.8333333333333333,0.305,,,,2,,,,,2.0,2.0,2.0,,,,9,,,,,9.0,9.0,9.0
,,,Ajay Singh,,,,,Ajay Singh,Ajay Singh,Ajay Singh,,,,1,,,,,1.0,1.0,1.0,,,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,BLR,,,,,BLR,BLR,BLR,,,,Bengaluru Bulls,,,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,103,,,,,73.0,74.0,38.0,,,,1,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,1,,,,,1.0,1.0,1.0,,,,9,,,,,9.0,9.0,9.0
,Vikash Khandola,Vikash Khandola,Vikash Khandola,,Vikash Khandola,,,,,,,4.0,4.0,4,,4.0,,,,,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,DEL,DEL,DEL,,DEL,,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,,,57.0,56.0,89,,37.0,,,,,,,3.0,3.0,3,,3.0,,,,,,,0.75,0.75,0.75,,0.75,,,,,,,2.0,2.0,2,,2.0,,,,,,,8.0,8.0,8,,8.0,,,,,
,Nitin Kumar,Nitin Kumar,Nitin Kumar,,Nitin Kumar,,,,,,,1.0,1.0,1,,1.0,,,,,,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,,,,,,,U Mumba,U Mumba,U Mumba,,U Mumba,,,,,,,68.0,64.0,101,,47.0,,,,,,,1.0,1.0,1,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,5.0,5.0,5,,5.0,,,,,,,0.0,0.0,0,,0.0,,,,,
,Sunil Kumar,Sunil Kumar,Sunil Kumar,,,,,,,,,1.0,1.0,1,,,,,,,,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,,,PAT,PAT,PAT,,,,,,,,,Patna Pirates,Patna Pirates,Patna Pirates,,,,,,,,,69.0,65.0,102,,,,,,,,,1.0,1.0,1,,,,,,,,,1.0,1.0,1.0,,,,,,,,,6.0,6.0,6,,,,,,,,,9.0,9.0,9,,,,,,,
,Amit Nagar,Amit Nagar,Amit Nagar,,,,,,,,,3.0,3.0,3,,,,,,,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,,,,JAI,JAI,JAI,,,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,,,61.0,66.0,91,,,,,,,,,2.0,1.0,2,,,,,,,,,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,,,,,,,3.0,3.0,3,,,,,,,,,8.0,8.0,8,,,,,,,
,Parveen Narwal,Parveen Narwal,Parveen Narwal,,,,,,,,,1.0,1.0,1,,,,,,,,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,,,,,,,JAI,JAI,JAI,,,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,,,66.0,67.0,104,,,,,,,,,1.0,1.0,1,,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,3.0,3,,,,,,,,,0.0,0.0,0,,,,,,,
