player-super-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-super-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-super-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-super-raids_team,player-dod-raid-points_team,player-tackle-points_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-super-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-super-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-super-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-super-raids_value,player-dod-raid-points_value,player-tackle-points_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-super-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-super-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-super-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id
,,Kiran Magar,,,Kiran Magar,Kiran Magar,,,Kiran Magar,,,,9,,,9,9,,,9,,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,U.P.,,,U.P.,U.P.,,,U.P.,,,,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,,,U.P. Yoddhas,,,,121,,,121,180,,,111,,,,4,,,0.44,4,,,4,,,,0.4444444444444444,,,0.048888889,0.4444444444444444,,,0.4444444444444444,,,,30,,,30,30,,,30,,,,0,,,0,0,,,0,
,Shankar Gadai,Shankar Gadai,Shankar Gadai,,Shankar Gadai,Shankar Gadai,,Shankar Gadai,Shankar Gadai,,,15,15,15,,15,15,,15,15,,,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,,,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,61,81,77,,109,120,,77,78,,,3,10,6,,0.67,18,,8,10,,,0.2,0.6666666666666666,0.4,,0.044666667,1.2,,0.5333333333333333,0.6666666666666666,,,8,8,8,,8,8,,8,8,,,0,0,0,,0,0,,0,0,
,,Lucky Sharma,,,Lucky Sharma,Lucky Sharma,,,Lucky Sharma,,,,13,,,13,13,,,13,,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,,,,,,,,,,,,,,JAI,,,JAI,JAI,,,JAI,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,,82,,,98,146,,,79,,,,10,,,0.77,10,,,10,,,,0.7692307692307693,,,0.059230769,0.7692307692307693,,,0.7692307692307693,,,,3,,,3,3,,,3,,,,0,,,0,0,,,0,
Visvanth V,Visvanth V,Visvanth V,Visvanth V,Visvanth V,Visvanth V,Visvanth V,,Visvanth V,Visvanth V,,18,18,18,18,18,18,18,,18,18,,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,,All- Rounder,All- Rounder,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,38,49,75,41,88,108,60,,44,71,,1,5,12,29,1,0.67,50,,38,11,,0.055555556,0.2777777777777778,0.6666666666666666,1.6111111111111112,0.055555556,0.037222222,2.7777777777777777,,2.111111111111111,0.6111111111111112,,5,5,5,5,5,5,5,,5,5,,0,0,0,0,0,0,0,,0,0,
,,Darpan ,,,Darpan ,Darpan ,,,Darpan ,,,,9,,,9,9,,,9,,,,Defender,,,Defender,Defender,,,Defender,,,,,,,,,,,,,,,KOL,,,KOL,KOL,,,KOL,,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,74,,,58,136,,,67,,,,13,,,1.44,13,,,13,,,,1.4444444444444444,,,0.16,1.4444444444444444,,,1.4444444444444444,,,,4,,,4,4,,,4,,,,9,,,9,9,,,9,
,,Harsh Lad,,Harsh Lad,Harsh Lad,Harsh Lad,,,Harsh Lad,Harsh Lad,,,11,,11,11,11,,,11,11,,,Defender,,Defender,Defender,Defender,,,Defender,Defender,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,56,,89,48,118,,,56,41,,,19,,1,1.73,19,,,18,1,,,1.7272727272727273,,0.090909091,0.1572727272727272,1.7272727272727273,,,1.6363636363636365,0.090909091,,,4,,4,4,4,,,4,4,,,9,,9,9,9,,,9,9
,,Naveen Sharma,,,Naveen Sharma,Naveen Sharma,,,Naveen Sharma,,,,5,,,5,5,,,5,,,,Defender,,,Defender,Defender,,,Defender,,,,,,,,,,,,,,,PAT,,,PAT,PAT,,,PAT,,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,,,156,,,153,213,,,167,,,,1,,,0.2,1,,,1,,,,0.2,,,0.04,0.2,,,0.2,,,,6,,,6,6,,,6,,,,9,,,9,9,,,9,
,,Thiyagarajan Yuvaraj,,Thiyagarajan Yuvaraj,Thiyagarajan Yuvaraj,Thiyagarajan Yuvaraj,,,Thiyagarajan Yuvaraj,Thiyagarajan Yuvaraj,,,9,,9,9,9,,,9,9,,,Defender,,Defender,Defender,Defender,,,Defender,Defender,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,,PAT,PAT,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,,,104,,90,107,165,,,104,42,,,6,,1,0.67,6,,,5,1,,,0.6666666666666666,,0.1111111111111111,0.074444444,0.6666666666666666,,,0.5555555555555556,0.1111111111111111,,,6,,6,6,6,,,6,6,,,9,,9,9,9,,,9,9
Narender,Narender,Narender,Narender,Narender,Narender,Narender,Narender,Narender,Narender,,21,21,21,21,21,21,21,21,21,21,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,13,10,84,6,91,123,5,4,5,83,,4,24,9,137,1,0.43,195,11,186,8,,0.1904761904761904,1.1428571428571428,0.4285714285714285,6.523809523809524,0.047619048,0.02047619,9.285714285714286,0.5238095238095238,8.857142857142858,0.3809523809523809,,29,29,29,29,29,29,29,29,29,29,,8,8,8,8,8,8,8,8,8,8,
,Jatin,Jatin,Jatin,,Jatin,Jatin,,Jatin,Jatin,,,6,6,6,,6,6,,6,6,,,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,CHE,CHE,CHE,,CHE,CHE,,CHE,CHE,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,62,155,65,,157,132,,68,166,,,3,1,12,,0.17,14,,13,1,,,0.5,0.1666666666666666,2,,0.028333333,2.3333333333333335,,2.1666666666666665,0.1666666666666666,,,29,29,29,,29,29,,29,29,,,8,8,8,,8,8,,8,8,
,,,Parshant Kumar,,,Parshant Kumar,,Parshant Kumar,,,,,,1,,,1,,1,,,,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,,,KOL,,,KOL,,KOL,,,,,,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,,,,,100,,,179,,91,,,,,,2,,,4,,4,,,,,,2,,,4,,4,,,,,,4,,,4,,4,,,,,,8,,,8,,8,,
,,Monu Hooda,,,Monu Hooda,Monu Hooda,,,Monu Hooda,,,,8,,,8,8,,,8,,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,,,,,,,,,,,,,,HAR,,,HAR,HAR,,,HAR,,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,,105,,,102,171,,,96,,,,6,,,0.75,6,,,6,,,,0.75,,,0.09375,0.75,,,0.75,,,,28,,,28,28,,,28,,,,0,,,0,0,,,0,
,,Naveen Kundu,,Naveen Kundu,Naveen Kundu,Naveen Kundu,,,Naveen Kundu,Naveen Kundu,,,16,,16,16,16,,,16,16,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,,HAR,HAR,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,54,,92,69,114,,,55,43,,,20,,1,1.25,20,,,19,1,,,1.25,,0.0625,0.078125,1.25,,,1.1875,0.0625,,,28,,28,28,28,,,28,28,,,0,,0,0,0,,,0,0
,,Harsh,,,Harsh,Harsh,,,Harsh,,,,2,,,2,2,,,2,,,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,,,,,,,,,,,,,HAR,,,HAR,HAR,,,HAR,,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,,106,,,12,172,,,98,,,,6,,,3,6,,,6,,,,3,,,1.5,3,,,3,,,,28,,,28,28,,,28,,,,0,,,0,0,,,0,
,,Sunny Sehrawat,,,Sunny Sehrawat,Sunny Sehrawat,,,Sunny Sehrawat,,,,7,,,7,7,,,7,,,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,,,,,,,,,,,,,,,HAR,,,HAR,HAR,,,HAR,,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,,147,,,140,197,,,137,,,,2,,,0.29,2,,,2,,,,0.2857142857142857,,,0.041428571,0.2857142857142857,,,0.2857142857142857,,,,28,,,28,28,,,28,,,,0,,,0,0,,,0,
,,Ashish,,Ashish,Ashish,Ashish,,,Ashish,,,,6,,6,6,6,,,6,,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,JAI,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,,148,,93,134,198,,,165,,,,2,,1,0.33,2,,,1,,,,0.3333333333333333,,0.1666666666666666,0.055,0.3333333333333333,,,0.1666666666666666,,,,3,,3,3,3,,,3,,,,0,,0,0,0,,,0,
,,,Devank,,,Devank,,Devank,,,,,,1,,,1,,1,,,,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,,,JAI,,,JAI,,JAI,,,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,,111,,,208,,130,,,,,,1,,,1,,1,,,,,,1,,,1,,1,,,,,,3,,,3,,3,,,,,,8,,,8,,8,,
Anuj Kumar,,,Anuj Kumar,,,Anuj Kumar,,Anuj Kumar,,,1,,,1,,,1,,1,,,Raider,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,PAT,,,PAT,,,PAT,,PAT,,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,,Patna Pirates,,,39,,,86,,,173,,87,,,1,,,3,,,5,,5,,,1,,,3,,,5,,5,,,6,,,6,,,6,,6,,,8,,,8,,,8,,8,,
,,Badal Singh,,,Badal Singh,Badal Singh,,,Badal Singh,,,,7,,,7,7,,,7,,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,PUN,,,PUN,PUN,,,PUN,,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,,,129,,,124,185,,,128,,,,3,,,0.43,3,,,3,,,,0.4285714285714285,,,0.061428571,0.4285714285714285,,,0.4285714285714285,,,,7,,,7,7,,,7,,,,0,,,0,0,,,0,
,Nitin,Nitin,,Nitin,Nitin,Nitin,,Nitin,Nitin,Nitin,,5,5,,5,5,5,,5,5,5,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,76,93,,43,59,155,,129,105,44,,1,7,,2,1.4,8,,1,5,1,,0.2,1.4,,0.4,0.2799999999999999,1.6,,0.2,1,0.2,,8,8,,8,8,8,,8,8,8,,0,0,,0,0,0,,0,0,0
,,Abhishek KS,,Abhishek KS,Abhishek KS,Abhishek KS,,,Abhishek KS,,,,13,,13,13,13,,,13,,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,JAI,,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,,80,,36,99,148,,,89,,,,10,,3,0.77,10,,,7,,,,0.7692307692307693,,0.2307692307692307,0.059230769,0.7692307692307693,,,0.5384615384615384,,,,3,,3,3,3,,,3,,,,0,,0,0,0,,,0,
,,Vaibhav Garje,,Vaibhav Garje,Vaibhav Garje,Vaibhav Garje,,Vaibhav Garje,Vaibhav Garje,Vaibhav Garje,,,22,,22,22,22,,22,22,22,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,KOL,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,20,,37,30,56,,128,19,20,,,52,,3,2.36,53,,1,49,3,,,2.363636363636364,,0.1363636363636363,0.1072727272727272,2.409090909090909,,0.045454545,2.227272727272727,0.1363636363636363,,,4,,4,4,4,,4,4,4,,,0,,0,0,0,,0,0,0
,Suyog Gaikar,,Suyog Gaikar,,,Suyog Gaikar,,Suyog Gaikar,,,,2,,2,,,2,,2,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,KOL,,KOL,,,KOL,,KOL,,,,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,,,77,,112,,,209,,127,,,,1,,1,,,1,,1,,,,0.5,,0.5,,,0.5,,0.5,,,,4,,4,,,4,,4,,,,8,,8,,,8,,8,,
,Aditya Shinde,,Aditya Shinde,,,Aditya Shinde,,Aditya Shinde,,,,12,,12,,,12,,12,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,PUN,,PUN,,,PUN,,PUN,,,,Puneri Paltan,,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,,,,64,,59,,,123,,62,,,,3,,14,,,17,,17,,,,0.25,,1.1666666666666667,,,1.4166666666666667,,1.4166666666666667,,,,7,,7,,,7,,7,,,,8,,8,,,8,,8,,
,Pranay Rane,,Pranay Rane,,,Pranay Rane,,Pranay Rane,,,,12,,12,,,12,,12,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,MUM,,MUM,,,MUM,,MUM,,,,U Mumba,,U Mumba,,,U Mumba,,U Mumba,,,,52,,53,,,99,,52,,,,4,,19,,,24,,24,,,,0.3333333333333333,,1.5833333333333333,,,2,,2,,,,5,,5,,,5,,5,,,,8,,8,,,8,,8,,
,Mahipal,Mahipal,Mahipal,,Mahipal,Mahipal,Mahipal,Mahipal,Mahipal,,,7,7,7,,7,7,7,7,7,,,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,,53,160,46,,162,81,40,46,170,,,4,1,25,,0.14,33,1,32,1,,,0.5714285714285714,0.1428571428571428,3.5714285714285716,,0.02,4.714285714285714,0.1428571428571428,4.571428571428571,0.1428571428571428,,,30,30,30,,30,30,30,30,30,,,8,8,8,,8,8,8,8,8,
,,,,,,R Guhan,,R Guhan,,,,,,,,,4,,4,,,,,,,,,Raider,,Raider,,,,,,,,,,,,,,,,,,,,KOL,,KOL,,,,,,,,,Bengal Warriors,,Bengal Warriors,,,,,,,,,211,,126,,,,,,,,,1,,1,,,,,,,,,0.25,,0.25,,,,,,,,,4,,4,,,,,,,,,8,,8,,
,Anil Kumar,Anil Kumar,Anil Kumar,Anil Kumar,Anil Kumar,Anil Kumar,,Anil Kumar,Anil Kumar,,,14,14,14,14,14,14,,14,14,,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,51,108,48,100,130,87,,50,110,,,5,5,23,1,0.36,31,,26,4,,,0.3571428571428571,0.3571428571428571,1.6428571428571428,0.071428571,0.025714286,2.2142857142857144,,1.8571428571428572,0.2857142857142857,,,30,30,30,30,30,30,,30,30,,,8,8,8,8,8,8,,8,8,
,,,,,,Rohan Singh,,Rohan Singh,,,,,,,,,1,,1,,,,,,,,,All-Rounder,,All-Rounder,,,,,,,,,,,,,,,,,,,,GUJ,,GUJ,,,,,,,,,Gujarat Giants,,Gujarat Giants,,,,,,,,,210,,125,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,31,,31,,,,,,,,,0,,0,,
Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,Parteek Dahiya,,20,20,20,20,20,20,20,20,20,20,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,2,6,79,15,101,113,13,11,12,81,,9,33,11,93,1,0.55,141,6,130,10,,0.45,1.65,0.55,4.65,0.05,0.0275,7.05,0.3,6.5,0.5,,31,31,31,31,31,31,31,31,31,31,,8,8,8,8,8,8,8,8,8,8,
,Gaurav Khatri,Gaurav Khatri,Gaurav Khatri,Gaurav Khatri,Gaurav Khatri,Gaurav Khatri,,Gaurav Khatri,Gaurav Khatri,Gaurav Khatri,,24,24,24,24,24,24,,24,24,24,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,68,8,113,45,16,36,,101,4,16,,2,69,1,2,2.88,72,,3,67,4,,0.083333333,2.875,0.041666667,0.083333333,0.12,3,,0.125,2.7916666666666665,0.1666666666666666,,7,7,7,7,7,7,,7,7,7,,0,0,0,0,0,0,,0,0,0
,,Aditya S. Shinde,Aditya S. Shinde,,Aditya S. Shinde,Aditya S. Shinde,,Aditya S. Shinde,Aditya S. Shinde,,,,16,16,,16,16,,16,16,,,,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,KOL,KOL,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,51,85,,65,93,,81,47,,,,21,3,,1.31,28,,7,21,,,,1.3125,0.1875,,0.081875,1.75,,0.4375,1.3125,,,,4,4,,4,4,,4,4,,,,0,0,,0,0,,0,0,
,,Dipak Arjun Shinde,,Dipak Arjun Shinde,Dipak Arjun Shinde,Dipak Arjun Shinde,,,Dipak Arjun Shinde,,,,11,,11,11,11,,,11,,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,109,,46,120,174,,,129,,,,5,,2,0.45,5,,,3,,,,0.4545454545454545,,0.1818181818181818,0.040909091,0.4545454545454545,,,0.2727272727272727,,,,4,,4,4,4,,,4,,,,0,,0,0,0,,,0,
,,Parteek ,,Parteek ,Parteek ,Parteek ,,,Parteek ,Parteek ,,,13,,13,13,13,,,13,13,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,BLR,,BLR,BLR,BLR,,,BLR,BLR,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,42,,24,37,94,,,43,47,,,27,,4,2.08,27,,,23,1,,,2.076923076923077,,0.3076923076923077,0.16,2.076923076923077,,,1.7692307692307692,0.076923077,,,1,,1,1,1,,,1,1,,,0,,0,0,0,,,0,0
Akshit ,Akshit ,,Akshit ,,,Akshit ,Akshit ,Akshit ,,,10,10,,10,,,10,10,10,,,Left Raider,Left Raider,,Left Raider,,,Left Raider,Left Raider,Left Raider,,,,,,,,,,,,,,BLR,BLR,,BLR,,,BLR,BLR,BLR,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,31,22,,35,,,50,30,33,,,2,15,,44,,,61,1,61,,,0.2,1.5,,4.4,,,6.1,0.1,6.1,,,1,1,,1,,,1,1,1,,,0,0,,0,,,0,0,0,,
,,Arulnanthababu ,,,Arulnanthababu ,Arulnanthababu ,,,Arulnanthababu ,Arulnanthababu ,,,3,,,3,3,,,3,3,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,BLR,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,103,,,38,170,,,97,48,,,6,,,2,6,,,6,1,,,2,,,0.6666666666666666,2,,,2,0.3333333333333333,,,1,,,1,1,,,1,1,,,0,,,0,0,,,0,0
,,Ashish ,,Ashish ,Ashish ,Ashish ,,,Ashish ,Ashish ,,,19,,19,19,19,,,19,19,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,DEL,DEL,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,22,,44,26,63,,,22,18,,,48,,2,2.53,48,,,46,4,,,2.526315789473684,,0.1052631578947368,0.1331578947368421,2.526315789473684,,,2.4210526315789473,0.2105263157894736,,,2,,2,2,2,,,2,2,,,0,,0,0,0,,,0,0
,,Himmat Antil,,,Himmat Antil,Himmat Antil,,,Himmat Antil,,,,8,,,8,8,,,8,,,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,,,,,,,,,,,,,DEL,,,DEL,DEL,,,DEL,,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,,76,,,55,140,,,69,,,,12,,,1.5,12,,,12,,,,1.5,,,0.1875,1.5,,,1.5,,,,2,,,2,2,,,2,,,,0,,,0,0,,,0,
,Manu ,Manu ,Manu ,,Manu ,Manu ,,Manu ,Manu ,,,11,11,11,,11,11,,11,11,,,Left Raider,Left Raider,Left Raider,,Left Raider,Left Raider,,Left Raider,Left Raider,,,,,,,,,,,,,,DEL,DEL,DEL,,DEL,DEL,,DEL,DEL,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,72,159,84,,171,156,,80,175,,,1,1,4,,0.09,8,,7,1,,,0.090909091,0.090909091,0.3636363636363636,,0.008181818,0.7272727272727273,,0.6363636363636364,0.090909091,,,2,2,2,,2,2,,2,2,,,0,0,0,,0,0,,0,0,
