player-raid-points_player_name,player-super-tackles_player_name,player-successful-tackles_player_name,player-dod-raid-points_player_name,player-super-raids_player_name,player-tackle-points_player_name,player-successful-raids_player_name,high-5s_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_match_played,player-super-tackles_match_played,player-successful-tackles_match_played,player-dod-raid-points_match_played,player-super-raids_match_played,player-tackle-points_match_played,player-successful-raids_match_played,high-5s_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_position_name,player-super-tackles_position_name,player-successful-tackles_position_name,player-dod-raid-points_position_name,player-super-raids_position_name,player-tackle-points_position_name,player-successful-raids_position_name,high-5s_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_team,player-super-tackles_team,player-successful-tackles_team,player-dod-raid-points_team,player-super-raids_team,player-tackle-points_team,player-successful-raids_team,high-5s_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team_name,player-super-tackles_team_name,player-successful-tackles_team_name,player-dod-raid-points_team_name,player-super-raids_team_name,player-tackle-points_team_name,player-successful-raids_team_name,high-5s_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_full_name,player-super-tackles_team_full_name,player-successful-tackles_team_full_name,player-dod-raid-points_team_full_name,player-super-raids_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,high-5s_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_rank,player-super-tackles_rank,player-successful-tackles_rank,player-dod-raid-points_rank,player-super-raids_rank,player-tackle-points_rank,player-successful-raids_rank,high-5s_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_value,player-super-tackles_value,player-successful-tackles_value,player-dod-raid-points_value,player-super-raids_value,player-tackle-points_value,player-successful-raids_value,high-5s_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_points_per_match,player-super-tackles_points_per_match,player-successful-tackles_points_per_match,player-dod-raid-points_points_per_match,player-super-raids_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,high-5s_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_team_id,player-super-tackles_team_id,player-successful-tackles_team_id,player-dod-raid-points_team_id,player-super-raids_team_id,player-tackle-points_team_id,player-successful-raids_team_id,high-5s_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_position_id,player-super-tackles_position_id,player-successful-tackles_position_id,player-dod-raid-points_position_id,player-super-raids_position_id,player-tackle-points_position_id,player-successful-raids_position_id,high-5s_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id
Abhishek Singh,,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,,Abhishek Singh,Abhishek Singh,Abhishek Singh,21.0,,21.0,21.0,21.0,21.0,21.0,,21.0,21,21.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,MUM,,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,7.0,,138.0,3.0,12.0,149.0,7.0,,156.0,7,7.0,162.0,,1.0,37.0,3.0,1.0,140.0,,0.05,163,10.0,7.714285714285714,,0.0476190476190476,1.761904761904762,0.1428571428571428,0.0476190476190476,6.666666666666667,,0.0023809523809523,7.761904761904762,0.4761904761904761,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5,5.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
,,Gurdeep ,,,Gurdeep ,,,Gurdeep ,Gurdeep ,,,,5.0,,,5.0,,,5.0,5,,,,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,,,,U.P.,,,U.P.,,,U.P.,U.P.,,,,U.P. Yoddha,,,U.P. Yoddha,,,U.P. Yoddha,U.P. Yoddha,,,,97.0,,,99.0,,,73.0,163,,,,4.0,,,4.0,,,0.8,4,,,,0.8,,,0.8,,,0.16,0.8,,,,30.0,,,30.0,,,30.0,30,,,,0.0,,,0.0,,,0.0,0,
Obiero Victor,Obiero Victor,Obiero Victor,Obiero Victor,,Obiero Victor,Obiero Victor,,Obiero Victor,Obiero Victor,,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5,,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,CHE,CHE,CHE,CHE,,CHE,CHE,,CHE,CHE,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,70.0,83.0,124.0,78.0,,111.0,64.0,,88.0,120,,9.0,1.0,2.0,1.0,,3.0,7.0,,0.6,12,,1.8,0.2,0.4,0.2,,0.6,1.4,,0.12,2.4,,29.0,29.0,29.0,29.0,,29.0,29.0,,29.0,29,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0,
Yashwant Bishnoi,,,,,,Yashwant Bishnoi,,,Yashwant Bishnoi,,3.0,,,,,,3.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,CHE,,,,,,CHE,,,CHE,,Tamil Thalaivas,,,,,,Tamil Thalaivas,,,Tamil Thalaivas,,106.0,,,,,,93.0,,,176,,2.0,,,,,,2.0,,,2,,0.6666666666666666,,,,,,0.6666666666666666,,,0.6666666666666666,,29.0,,,,,,29.0,,,29,,0.0,,,,,,0.0,,,0,
Rajnish ,,Rajnish ,Rajnish ,Rajnish ,Rajnish ,Rajnish ,,Rajnish ,Rajnish ,Rajnish ,11.0,,11.0,11.0,11.0,11.0,11.0,,11.0,11,11.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HYD,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,41.0,,125.0,27.0,42.0,123.0,42.0,,136.0,65,20.0,45.0,,2.0,11.0,1.0,2.0,32.0,,0.18,47,2.0,4.090909090909091,,0.1818181818181818,1.0,0.0909090909090909,0.1818181818181818,2.909090909090909,,0.0163636363636363,4.2727272727272725,0.1818181818181818,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Amit Kumar Pun,Amit Kumar Pun,Amit Kumar Pun,Amit Kumar Pun,,Amit Kumar Pun,Amit Kumar Pun,,Amit Kumar Pun,Amit Kumar Pun,,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,6,,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,PUN,PUN,PUN,PUN,,PUN,PUN,,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,58.0,84.0,136.0,50.0,,124.0,59.0,,114.0,101,,16.0,1.0,1.0,4.0,,2.0,9.0,,0.33,18,,2.6666666666666665,0.1666666666666666,0.1666666666666666,0.6666666666666666,,0.3333333333333333,1.5,,0.055,3.0,,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,7,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0,
Naveen Kumar,,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,,Naveen Kumar,Naveen Kumar,Naveen Kumar,23.0,,23.0,23.0,23.0,23.0,23.0,,23.0,23,23.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,DEL,,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,3.0,,118.0,4.0,43.0,125.0,2.0,,150.0,3,1.0,301.0,,2.0,36.0,1.0,2.0,251.0,,0.09,303,22.0,13.08695652173913,,0.0869565217391304,1.565217391304348,0.0434782608695652,0.0869565217391304,10.91304347826087,,0.0039130434782608,13.173913043478262,0.9565217391304348,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2,2.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Armaan ,,,Armaan ,Armaan ,,Armaan ,,,Armaan ,,6.0,,,6.0,6.0,,6.0,,,6,,,,,,,,,,,,,,,,,,,,,,,,HYD,,,HYD,HYD,,HYD,,,HYD,,Telugu Titans,,,Telugu Titans,Telugu Titans,,Telugu Titans,,,Telugu Titans,,69.0,,,68.0,44.0,,68.0,,,132,,9.0,,,2.0,1.0,,6.0,,,9,,1.5,,,0.3333333333333333,0.1666666666666666,,1.0,,,1.5,,8.0,,,8.0,8.0,,8.0,,,8,,0.0,,,0.0,0.0,,0.0,,,0,
Lalit Chaudhary,Lalit Chaudhary,Lalit Chaudhary,,,Lalit Chaudhary,Lalit Chaudhary,,Lalit Chaudhary,Lalit Chaudhary,,6.0,6.0,6.0,,,6.0,6.0,,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,GUJ,GUJ,GUJ,,,GUJ,GUJ,,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,97.0,85.0,119.0,,,109.0,92.0,,96.0,146,,3.0,1.0,2.0,,,3.0,2.0,,0.5,6,,0.5,0.1666666666666666,0.3333333333333333,,,0.5,0.3333333333333333,,0.0833333333333333,1.0,,31.0,31.0,31.0,,,31.0,31.0,,31.0,31,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0,
,,Kamal Singh ,,,Kamal Singh ,,,Kamal Singh ,Kamal Singh ,,,,3.0,,,3.0,,,3.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,HYD,,,HYD,,,HYD,HYD,,,,Telugu Titans,,,Telugu Titans,,,Telugu Titans,Telugu Titans,,,,120.0,,,126.0,,,79.0,175,,,,2.0,,,2.0,,,0.67,2,,,,0.6666666666666666,,,0.6666666666666666,,,0.2233333333333333,0.6666666666666666,,,,8.0,,,8.0,,,8.0,8,,,,0.0,,,0.0,,,0.0,0,
Azad Singh,,,,,,Azad Singh,,,Azad Singh,,4.0,,,,,,4.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,U.P.,,,,,,U.P.,,,U.P.,,U.P. Yoddha,,,,,,U.P. Yoddha,,,U.P. Yoddha,,78.0,,,,,,91.0,,,147,,6.0,,,,,,3.0,,,6,,1.5,,,,,,0.75,,,1.5,,30.0,,,,,,30.0,,,30,,0.0,,,,,,0.0,,,0,
Arun Kumar,,,,,,Arun Kumar,,,Arun Kumar,,3.0,,,,,,3.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,HAR,,,,,,HAR,,,HAR,,Haryana Steelers,,,,,,Haryana Steelers,,,Haryana Steelers,,101.0,,,,,,114.0,,,173,,2.0,,,,,,1.0,,,2,,0.6666666666666666,,,,,,0.3333333333333333,,,0.6666666666666666,,28.0,,,,,,28.0,,,28,,0.0,,,,,,0.0,,,0,
,Mohit Balyan,Mohit Balyan,,,Mohit Balyan,,,Mohit Balyan,Mohit Balyan,,,2.0,2.0,,,2.0,,,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,MUM,MUM,,,MUM,,,MUM,MUM,,,U Mumba,U Mumba,,,U Mumba,,,U Mumba,U Mumba,,,86.0,148.0,,,127.0,,,63.0,174,,,1.0,1.0,,,2.0,,,1.0,2,,,0.5,0.5,,,1.0,,,0.5,1.0,,,5.0,5.0,,,5.0,,,5.0,5,,,0.0,0.0,,,0.0,,,0.0,0,
Ankit Beniwal,,Ankit Beniwal,Ankit Beniwal,,Ankit Beniwal,Ankit Beniwal,,Ankit Beniwal,Ankit Beniwal,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,,Raider,,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,HYD,,HYD,HYD,,HYD,HYD,,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,66.0,,149.0,76.0,,145.0,60.0,,143.0,119,,11.0,,1.0,1.0,,1.0,9.0,,0.13,12,,1.375,,0.125,0.125,,0.125,1.125,,0.01625,1.5,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,
Anand ,,,Anand ,Anand ,,Anand ,,,Anand ,,5.0,,,5.0,5.0,,5.0,,,5,,,,,,,,,,,,,,,,,,,,,,,,CHE,,,CHE,CHE,,CHE,,,CHE,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,,77.0,,,57.0,45.0,,90.0,,,148,,6.0,,,3.0,1.0,,3.0,,,6,,1.2,,,0.6,0.2,,0.6,,,1.2,,29.0,,,29.0,29.0,,29.0,,,29,,0.0,,,0.0,0.0,,0.0,,,0,
Anil ,,,Anil ,,,Anil ,,,Anil ,,1.0,,,1.0,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,MUM,,,MUM,,,MUM,,,MUM,,U Mumba,,,U Mumba,,,U Mumba,,,U Mumba,,130.0,,,77.0,,,115.0,,,183,,1.0,,,1.0,,,1.0,,,1,,1.0,,,1.0,,,1.0,,,1.0,,5.0,,,5.0,,,5.0,,,5,,0.0,,,0.0,,,0.0,,,0,
Naveen ,,Naveen ,Naveen ,Naveen ,Naveen ,Naveen ,,Naveen ,Naveen ,Naveen ,16.0,,16.0,16.0,16.0,16.0,16.0,,16.0,16,16.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HAR,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,30.0,,117.0,31.0,46.0,128.0,30.0,,144.0,39,40.0,63.0,,2.0,10.0,1.0,2.0,49.0,,0.13,65,1.0,3.9375,,0.125,0.625,0.0625,0.125,3.0625,,0.008125,4.0625,0.0625,28.0,,28.0,28.0,28.0,28.0,28.0,,28.0,28,28.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Sombir ,Sombir ,Sombir ,,,Sombir ,Sombir ,Sombir ,Sombir ,Sombir ,,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,12,,Defender,Defender,Defender,,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,DEL,DEL,DEL,,,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,100.0,41.0,91.0,,,83.0,116.0,35.0,90.0,125,,3.0,2.0,5.0,,,7.0,1.0,1.0,0.58,10,,0.25,0.1666666666666666,0.4166666666666667,,,0.5833333333333334,0.0833333333333333,0.0833333333333333,0.0483333333333333,0.8333333333333334,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2,,9.0,9.0,9.0,,,9.0,9.0,9.0,9.0,9,
,Amit ,Amit ,,,Amit ,,,Amit ,Amit ,,,7.0,7.0,,,7.0,,,7.0,7,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,GUJ,GUJ,,,GUJ,,,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,80.0,116.0,,,108.0,,,105.0,166,,,1.0,2.0,,,3.0,,,0.43,3,,,0.1428571428571428,0.2857142857142857,,,0.4285714285714285,,,0.0614285714285714,0.4285714285714285,,,31.0,31.0,,,31.0,,,31.0,31,,,9.0,9.0,,,9.0,,,9.0,9,
,Akash Choudhary,Akash Choudhary,,,Akash Choudhary,,,Akash Choudhary,Akash Choudhary,,,5.0,5.0,,,5.0,,,5.0,5,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,HYD,HYD,,,HYD,,,HYD,HYD,,,Telugu Titans,Telugu Titans,,,Telugu Titans,,,Telugu Titans,Telugu Titans,,,81.0,79.0,,,81.0,,,40.0,138,,,1.0,7.0,,,8.0,,,1.6,8,,,0.2,1.4,,,1.6,,,0.32,1.6,,,8.0,8.0,,,8.0,,,8.0,8,,,9.0,9.0,,,9.0,,,9.0,9,
,Jadhav Shahaji,Jadhav Shahaji,,,Jadhav Shahaji,,Jadhav Shahaji,Jadhav Shahaji,Jadhav Shahaji,,,19.0,19.0,,,19.0,,19.0,19.0,19,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,PUN,PUN,,,PUN,,PUN,PUN,PUN,,,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,6.0,36.0,,,33.0,,18.0,32.0,81,,,7.0,29.0,,,36.0,,3.0,1.89,36,,,0.3684210526315789,1.5263157894736843,,,1.894736842105263,,0.1578947368421052,0.0994736842105263,1.894736842105263,,,7.0,7.0,,,7.0,,7.0,7.0,7,,,9.0,9.0,,,9.0,,9.0,9.0,9,
,,M. Abishek ,,,M. Abishek ,,,M. Abishek ,M. Abishek ,,,,9.0,,,9.0,,,9.0,9,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,CHE,,,CHE,,,CHE,CHE,,,,Tamil Thalaivas,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,,57.0,,,60.0,,,44.0,113,,,,13.0,,,13.0,,,1.44,13,,,,1.4444444444444444,,,1.4444444444444444,,,0.16,1.4444444444444444,,,,29.0,,,29.0,,,29.0,29,,,,9.0,,,9.0,,,9.0,9,
Mohit Sehrawat,Mohit Sehrawat,Mohit Sehrawat,Mohit Sehrawat,,Mohit Sehrawat,Mohit Sehrawat,Mohit Sehrawat,Mohit Sehrawat,Mohit Sehrawat,,17.0,17.0,17.0,17.0,,17.0,17.0,17.0,17.0,17,,Defender,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,86.0,42.0,63.0,53.0,,63.0,78.0,33.0,74.0,102,,5.0,2.0,10.0,3.0,,12.0,4.0,1.0,0.71,17,,0.2941176470588235,0.1176470588235294,0.5882352941176471,0.1764705882352941,,0.7058823529411765,0.2352941176470588,0.0588235294117647,0.0417647058823529,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1,,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,
,Pavan TR,Pavan TR,,,Pavan TR,,,Pavan TR,Pavan TR,,,17.0,17.0,,,17.0,,,17.0,17,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,JAI,JAI,,,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,43.0,64.0,,,64.0,,,75.0,118,,,2.0,10.0,,,12.0,,,0.71,12,,,0.1176470588235294,0.5882352941176471,,,0.7058823529411765,,,0.0417647058823529,0.7058823529411765,,,3.0,3.0,,,3.0,,,3.0,3,,,9.0,9.0,,,9.0,,,9.0,9,
Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,,Rohit Gulia,Rohit Gulia,Rohit Gulia,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,22.0,22,22.0,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,10.0,79.0,67.0,24.0,47.0,68.0,11.0,,103.0,11,10.0,132.0,1.0,9.0,11.0,1.0,10.0,107.0,,0.45,142,4.0,6.0,0.0454545454545454,0.4090909090909091,0.5,0.0454545454545454,0.4545454545454545,4.863636363636363,,0.0204545454545454,6.454545454545454,0.1818181818181818,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,31.0,31,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0
Ankush ,,Ankush ,Ankush ,,Ankush ,Ankush ,,Ankush ,Ankush ,,5.0,,5.0,5.0,,5.0,5.0,,5.0,5,,Raider,,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,U.P.,,U.P.,U.P.,,U.P.,U.P.,,U.P.,U.P.,,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,72.0,,151.0,54.0,,147.0,69.0,,130.0,126,,9.0,,1.0,3.0,,1.0,6.0,,0.2,10,,1.8,,0.2,0.6,,0.2,1.2,,0.04,2.0,,30.0,,30.0,30.0,,30.0,30.0,,30.0,30,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,
Ashish ,,,Ashish ,,,Ashish ,,,Ashish ,,7.0,,,7.0,,,7.0,,,7,,Raider,,,Raider,,,Raider,,,Raider,,,,,,,,,,,,,PAT,,,PAT,,,PAT,,,PAT,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,,85.0,,,73.0,,,89.0,,,153,,5.0,,,1.0,,,3.0,,,5,,0.7142857142857143,,,0.1428571428571428,,,0.4285714285714285,,,0.7142857142857143,,6.0,,,6.0,,,6.0,,,6,,8.0,,,8.0,,,8.0,,,8,
Banty ,,Banty ,Banty ,,Banty ,Banty ,,Banty ,Banty ,,15.0,,15.0,15.0,,15.0,15.0,,15.0,15,,Raider,,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,BLR,,BLR,BLR,,BLR,BLR,,BLR,BLR,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,48.0,,105.0,41.0,,110.0,49.0,,131.0,90,,22.0,,3.0,7.0,,3.0,16.0,,0.2,25,,1.4666666666666666,,0.2,0.4666666666666667,,0.2,1.0666666666666669,,0.0133333333333333,1.6666666666666667,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,
Guman Singh,,,Guman Singh,Guman Singh,,Guman Singh,,,Guman Singh,,3.0,,,3.0,3.0,,3.0,,,3,,Raider,,,Raider,Raider,,Raider,,,Raider,,,,,,,,,,,,,JAI,,,JAI,JAI,,JAI,,,JAI,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,87.0,,,52.0,48.0,,84.0,,,154,,5.0,,,3.0,1.0,,3.0,,,5,,1.6666666666666667,,,1.0,0.3333333333333333,,1.0,,,1.6666666666666667,,3.0,,,3.0,3.0,,3.0,,,3,,8.0,,,8.0,8.0,,8.0,,,8,
Neeraj Narwal,,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4,4.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,DEL,,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,65.0,,150.0,72.0,15.0,146.0,72.0,,123.0,121,36.0,11.0,,1.0,2.0,2.0,1.0,5.0,,0.25,12,1.0,2.75,,0.25,0.5,0.5,0.25,1.25,,0.0625,3.0,0.25,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2,2.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
,,Mayur Shivtarkar,,,Mayur Shivtarkar,,,Mayur Shivtarkar,Mayur Shivtarkar,,,,11.0,,,11.0,,,11.0,11,,,,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,,,,KOL,,,KOL,,,KOL,KOL,,,,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,80.0,,,82.0,,,83.0,141,,,,7.0,,,7.0,,,0.64,7,,,,0.6363636363636364,,,0.6363636363636364,,,0.0581818181818181,0.6363636363636364,,,,4.0,,,4.0,,,4.0,4,,,,0.0,,,0.0,,,0.0,0,
Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,13.0,13,13.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,38.0,33.0,71.0,51.0,38.0,67.0,36.0,,71.0,47,37.0,50.0,3.0,8.0,4.0,1.0,11.0,41.0,,0.85,61,1.0,3.8461538461538463,0.2307692307692307,0.6153846153846154,0.3076923076923077,0.0769230769230769,0.8461538461538461,3.1538461538461537,,0.0653846153846153,4.6923076923076925,0.0769230769230769,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Sushil Gulia,,Sushil Gulia,Sushil Gulia,Sushil Gulia,Sushil Gulia,Sushil Gulia,,Sushil Gulia,Sushil Gulia,,6.0,,6.0,6.0,6.0,6.0,6.0,,6.0,6,,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,JAI,JAI,,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,55.0,,146.0,37.0,27.0,143.0,57.0,,137.0,95,,19.0,,1.0,8.0,2.0,1.0,12.0,,0.17,20,,3.1666666666666665,,0.1666666666666666,1.3333333333333333,0.3333333333333333,0.1666666666666666,2.0,,0.0283333333333333,3.3333333333333335,,3.0,,3.0,3.0,3.0,3.0,3.0,,3.0,3,,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,
