season,player-super-tackles_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-total-points_player_name,player-successful-tackles_player_name,player-successful-raids_player_name,super-10s_player_name,player-super-tackles_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-total-points_match_played,player-successful-tackles_match_played,player-successful-raids_match_played,super-10s_match_played,player-super-tackles_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-total-points_position_name,player-successful-tackles_position_name,player-successful-raids_position_name,super-10s_position_name,player-super-tackles_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-total-points_team,player-successful-tackles_team,player-successful-raids_team,super-10s_team,player-super-tackles_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-total-points_team_name,player-successful-tackles_team_name,player-successful-raids_team_name,super-10s_team_name,player-super-tackles_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-total-points_team_full_name,player-successful-tackles_team_full_name,player-successful-raids_team_full_name,super-10s_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
3,Gangadhari Mallesh,Gangadhari Mallesh,,,Gangadhari Mallesh,Gangadhari Mallesh,Gangadhari Mallesh,Gangadhari Mallesh,Gangadhari Mallesh,Gangadhari Mallesh,,10,10,,,10,10,10,10,10,10,,Raider,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,JAI,JAI,,,JAI,JAI,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,27,82,,,38,50,60,75,41,69,,1,1,,,9,0.9,1,10,8,1,,0.1,0.1,,,0.9,0.09,0.1,1,0.8,0.1,,3,3,,,3,3,3,3,3,3,,8,8,,,8,8,8,8,8,8,
3,,Gurvinder Singh,,,Gurvinder Singh,Gurvinder Singh,Gurvinder Singh,Gurvinder Singh,Gurvinder Singh,Gurvinder Singh,,,5,,,5,5,5,5,5,5,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,PAT,,,PAT,PAT,PAT,PAT,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,59,,,77,73,61,87,76,63,,,4,,,2,0.4,1,6,2,2,,,0.8,,,0.4,0.08,0.2,1.2,0.4,0.4,,,6,,,6,6,6,6,6,6,,,8,,,8,8,8,8,8,8,
3,Jasmer Singh Gulia,,,Jasmer Singh Gulia,Jasmer Singh Gulia,Jasmer Singh Gulia,,Jasmer Singh Gulia,Jasmer Singh Gulia,,,16,,,16,16,16,,16,16,,,All Rounder,,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,,PUN,,,PUN,PUN,PUN,,PUN,PUN,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,2,,,5,5,10,,22,5,,,5,,,4,46,2.88,,46,41,,,0.3125,,,0.25,2.875,0.18,,2.875,2.5625,,,7,,,7,7,7,,7,7,,,0,,,0,0,0,,0,0,,
3,,Jasvir Singh,Jasvir Singh,,,,Jasvir Singh,Jasvir Singh,,Jasvir Singh,Jasvir Singh,,4,4,,,,4,4,,4,4,,Raider,Raider,,,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,JAI,JAI,,,,JAI,JAI,,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,28,10,,,,15,46,,33,14,,25,2,,,,12,25,,15,1,,6.25,0.5,,,,3,6.25,,3.75,0.25,,3,3,,,,3,3,,3,3,,8,8,,,,8,8,,8,8
3,Jeeva Kumar,,,,Jeeva Kumar,Jeeva Kumar,,Jeeva Kumar,Jeeva Kumar,,,16,,,,16,16,,16,16,,,Defender,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,MUM,,,,MUM,MUM,,MUM,MUM,,,U Mumba,,,,U Mumba,U Mumba,,U Mumba,U Mumba,,,28,,,,11,18,,41,9,,,1,,,,31,1.94,,31,30,,,0.0625,,,,1.9375,0.12125,,1.9375,1.875,,,5,,,,5,5,,5,5,,,9,,,,9,9,,9,9,,
3,,Kashiling Adake,Kashiling Adake,,Kashiling Adake,Kashiling Adake,Kashiling Adake,Kashiling Adake,Kashiling Adake,Kashiling Adake,Kashiling Adake,,11,11,,11,11,11,11,11,11,11,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,8,6,,65,82,22,10,62,9,15,,75,3,,3,0.27,9,78,3,55,1,,6.818181818181818,0.2727272727272727,,0.2727272727272727,0.024545455,0.8181818181818182,7.090909090909091,0.2727272727272727,5,0.090909091,,2,2,,2,2,2,2,2,2,2,,8,8,,8,8,8,8,8,8,8
3,,,,,Kuldeep Singh,Kuldeep Singh,,Kuldeep Singh,Kuldeep Singh,,,,,,,1,1,,1,1,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,,,66,6,,97,63,,,,,,,3,3,,3,3,,,,,,,3,3,,3,3,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
3,,Mahesh Goud,,,Mahesh Goud,Mahesh Goud,Mahesh Goud,Mahesh Goud,Mahesh Goud,Mahesh Goud,,,13,,,13,13,13,13,13,13,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,KOL,,,KOL,KOL,KOL,KOL,KOL,KOL,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,23,,,88,98,16,33,83,19,,,33,,,1,0.08,12,34,1,30,,,2.5384615384615383,,,0.076923077,0.006153846,0.9230769230769232,2.6153846153846154,0.076923077,2.3076923076923075,,,4,,,4,4,4,4,4,4,,,8,,,8,8,8,8,8,8,
3,,Mahipal Narwal,,,Mahipal Narwal,Mahipal Narwal,Mahipal Narwal,Mahipal Narwal,Mahipal Narwal,Mahipal Narwal,,,4,,,4,4,4,4,4,4,,,All Rounder,,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,PAT,,,PAT,PAT,PAT,PAT,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,58,,,42,16,62,67,39,58,,,5,,,8,2,1,13,8,3,,,1.25,,,2,0.5,0.25,3.25,2,0.75,,,6,,,6,6,6,6,6,6,,,0,,,0,0,0,0,0,0,
3,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,Manjeet Chhillar,,15,15,15,15,15,15,15,15,15,15,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,3,16,7,3,1,1,31,4,1,16,,5,45,2,5,61,4.07,6,106,56,37,,0.3333333333333333,3,0.1333333333333333,0.3333333333333333,4.066666666666666,0.2713333333333333,0.4,7.066666666666666,3.7333333333333334,2.466666666666667,,7,7,7,7,7,7,7,7,7,7,,0,0,0,0,0,0,0,0,0,0,
3,Manoj Kumar,,,Manoj Kumar,Manoj Kumar,Manoj Kumar,,Manoj Kumar,Manoj Kumar,,,11,,,11,11,11,,11,11,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,HYD,,,HYD,HYD,HYD,,HYD,HYD,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,6,,,11,26,25,,57,28,,,4,,,1,17,1.55,,17,13,,,0.3636363636363636,,,0.090909091,1.5454545454545454,0.1409090909090909,,1.5454545454545454,1.181818181818182,,,8,,,8,8,8,,8,8,,,9,,,9,9,9,,9,9,,
3,Mohit Chhillar,,,Mohit Chhillar,Mohit Chhillar,Mohit Chhillar,,Mohit Chhillar,Mohit Chhillar,,,13,,,13,13,13,,13,13,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,MUM,,,MUM,MUM,MUM,,MUM,MUM,,,U Mumba,,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,,21,,,1,4,4,,23,4,,,2,,,6,46,3.54,,46,44,,,0.1538461538461538,,,0.4615384615384615,3.5384615384615383,0.2723076923076923,,3.5384615384615383,3.3846153846153846,,,5,,,5,5,5,,5,5,,,9,,,9,9,9,,9,9,,
3,,Navneet Gautam,,,Navneet Gautam,Navneet Gautam,,Navneet Gautam,Navneet Gautam,,,,7,,,7,7,,7,7,,,,Defender,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,JAI,,,JAI,JAI,,JAI,JAI,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,80,,,64,72,,92,61,,,,1,,,3,0.43,,4,3,,,,0.1428571428571428,,,0.4285714285714285,0.061428571,,0.5714285714285714,0.4285714285714285,,,,3,,,3,3,,3,3,,,,9,,,9,9,,9,9,,
3,Nilesh Shinde,Nilesh Shinde,,Nilesh Shinde,Nilesh Shinde,Nilesh Shinde,,Nilesh Shinde,Nilesh Shinde,Nilesh Shinde,,16,16,,16,16,16,,16,16,16,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,7,63,,12,7,15,,31,10,64,,4,2,,1,34,2.13,,36,30,2,,0.25,0.125,,0.0625,2.125,0.133125,,2.25,1.875,0.125,,4,4,,4,4,4,,4,4,4,,9,9,,9,9,9,,9,9,9,
3,,,,,Nitin More,Nitin More,,Nitin More,Nitin More,,,,,,,10,10,,10,10,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,,,,52,66,,90,47,,,,,,,5,0.5,,5,5,,,,,,,0.5,0.05,,0.5,0.5,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
3,,Pravin Niwale,,,,,,Pravin Niwale,,Pravin Niwale,,,2,,,,,,2,,2,,,Raider,,,,,,Raider,,Raider,,,,,,,,,,,,,,DEL,,,,,,DEL,,DEL,,,Dabang Delhi K.C.,,,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,79,,,,,,113,,70,,,1,,,,,,1,,1,,,0.5,,,,,,0.5,,0.5,,,2,,,,,,2,,2,,,8,,,,,,8,,8,
3,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,Rahul Chaudhari,13,13,13,,13,13,13,13,13,13,13,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,20,4,28,,33,49,23,5,36,4,4,2,87,1,,12,0.92,9,99,10,77,4,0.1538461538461538,6.6923076923076925,0.076923077,,0.9230769230769232,0.070769231,0.6923076923076923,7.615384615384615,0.7692307692307693,5.923076923076923,0.3076923076923077,8,8,8,,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8
3,,,,,Rajaguru Subramanian,Rajaguru Subramanian,,Rajaguru Subramanian,Rajaguru Subramanian,,,,,,,7,7,,7,7,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,,,47,52,,86,46,,,,,,,6,0.86,,6,6,,,,,,,0.8571428571428571,0.1228571428571428,,0.8571428571428571,0.8571428571428571,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
3,,Rajesh Mondal,Rajesh Mondal,,Rajesh Mondal,Rajesh Mondal,Rajesh Mondal,Rajesh Mondal,Rajesh Mondal,Rajesh Mondal,,,9,9,,9,9,9,9,9,9,,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,PAT,PAT,PAT,,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,,27,8,,90,95,10,44,80,28,,,27,2,,1,0.11,16,28,1,18,,,3,0.2222222222222222,,0.1111111111111111,0.012222222,1.7777777777777777,3.111111111111111,0.1111111111111111,2,,,6,6,,6,6,6,6,6,6,,,8,8,,8,8,8,8,8,8,
3,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,Rajesh Narwal,14,14,14,14,14,14,14,14,14,14,14,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,10,12,9,13,18,26,11,8,20,13,17,3,59,2,1,21,1.5,14,80,18,47,1,0.2142857142857142,4.214285714285714,0.1428571428571428,0.071428571,1.5,0.1071428571428571,1,5.714285714285714,1.2857142857142858,3.357142857142857,0.071428571,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
3,,,,,Raju Lal Choudhary,Raju Lal Choudhary,,Raju Lal Choudhary,Raju Lal Choudhary,,,,,,,1,1,,1,1,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,91,39,,114,81,,,,,,,1,1,,1,1,,,,,,,1,1,,1,1,,,,,,,3,3,,3,3,,,,,,,9,9,,9,9,,
3,Rakesh Kumar,Rakesh Kumar,,Rakesh Kumar,Rakesh Kumar,Rakesh Kumar,Rakesh Kumar,Rakesh Kumar,Rakesh Kumar,Rakesh Kumar,,15,15,,15,15,15,15,15,15,15,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,17,22,,14,21,38,30,19,22,20,,2,33,,1,18,1.2,6,51,16,29,,0.1333333333333333,2.2,,0.066666667,1.2,0.08,0.4,3.4,1.0666666666666669,1.9333333333333331,,5,5,,5,5,5,5,5,5,5,,0,0,,0,0,0,0,0,0,0,
3,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,Rishank Devadiga,16,16,16,,16,16,16,16,16,16,16,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,29,2,2,,39,65,2,2,42,1,5,1,106,4,,9,0.56,27,115,8,86,2,0.0625,6.625,0.25,,0.5625,0.035,1.6875,7.1875,0.5,5.375,0.125,5,5,5,,5,5,5,5,5,5,5,8,8,8,,8,8,8,8,8,8,8
3,Rohit Rana,Rohit Rana,,Rohit Rana,Rohit Rana,Rohit Rana,,Rohit Rana,Rohit Rana,,,12,12,,12,12,12,,12,12,,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,9,84,,15,25,31,,54,26,,,3,1,,1,17,1.42,,18,14,,,0.25,0.083333333,,0.083333333,1.4166666666666667,0.1183333333333333,,1.5,1.1666666666666667,,,3,3,,3,3,3,,3,3,,,9,9,,9,9,9,,9,9,,
3,,Shabeer Bappu,,,,,Shabeer Bappu,Shabeer Bappu,,Shabeer Bappu,,,10,,,,,10,10,,10,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,MUM,,,,,MUM,MUM,,MUM,,,U Mumba,,,,,U Mumba,U Mumba,,U Mumba,,,39,,,,,38,68,,37,,,13,,,,,4,13,,11,,,1.3,,,,,0.4,1.3,,1.1,,,5,,,,,5,5,,5,,,8,,,,,8,8,,8,
3,,Shrikant Jadhav,,,,,Shrikant Jadhav,Shrikant Jadhav,,Shrikant Jadhav,,,5,,,,,5,5,,5,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,KOL,,,,,KOL,KOL,,KOL,,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,42,,,,,45,76,,38,,,10,,,,,2,10,,9,,,2,,,,,0.4,2,,1.8,,,4,,,,,4,4,,4,,,8,,,,,8,8,,8,
3,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,,13,13,13,13,13,13,,13,13,13,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,30,32,25,16,31,40,,36,29,30,,1,20,1,1,13,1,,33,12,16,,0.076923077,1.5384615384615383,0.076923077,0.076923077,1,0.076923077,,2.5384615384615383,0.9230769230769232,1.2307692307692308,,1,1,1,1,1,1,,1,1,1,,0,0,0,0,0,0,,0,0,0,
3,Shyam Kumar Sah,Shyam Kumar Sah,Shyam Kumar Sah,,Shyam Kumar Sah,Shyam Kumar Sah,,Shyam Kumar Sah,Shyam Kumar Sah,Shyam Kumar Sah,,7,7,7,,7,7,,7,7,7,,Defender,Defender,Defender,,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,KOL,,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,31,50,26,,53,59,,72,58,54,,1,7,1,,5,0.71,,12,4,4,,0.1428571428571428,1,0.1428571428571428,,0.7142857142857143,0.1014285714285714,,1.7142857142857142,0.5714285714285714,0.5714285714285714,,4,4,4,,4,4,,4,4,4,,9,9,9,,9,9,,9,9,9,
3,Sukesh Hegde,Sukesh Hegde,,,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,,13,13,,,13,13,13,13,13,13,,Raider,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,HYD,HYD,,,HYD,HYD,HYD,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,32,11,,,67,90,14,13,78,11,,1,61,,,3,0.23,12,64,2,49,,0.076923077,4.6923076923076925,,,0.2307692307692307,0.017692308,0.9230769230769232,4.923076923076923,0.1538461538461538,3.769230769230769,,8,8,,,8,8,8,8,8,8,,8,8,,,8,8,8,8,8,8,
3,,Surjeet Narwal,Surjeet Narwal,,Surjeet Narwal,Surjeet Narwal,Surjeet Narwal,Surjeet Narwal,Surjeet Narwal,Surjeet Narwal,Surjeet Narwal,,12,12,,12,12,12,12,12,12,12,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,BLR,BLR,,BLR,BLR,BLR,BLR,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,19,14,,68,84,46,25,65,21,16,,40,2,,3,0.25,2,43,3,29,1,,3.3333333333333335,0.1666666666666666,,0.25,0.020833333,0.1666666666666666,3.5833333333333335,0.25,2.4166666666666665,0.083333333,,1,1,,1,1,1,1,1,1,1,,8,8,,8,8,8,8,8,8,8
3,,Surjeet Singh,,,,,Surjeet Singh,Surjeet Singh,,Surjeet Singh,Surjeet Singh,,12,,,,,12,12,,12,12,,Raider,,,,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,DEL,,,,,DEL,DEL,,DEL,DEL,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,10,,,,,29,12,,10,1,,68,,,,,6,68,,54,5,,5.666666666666667,,,,,0.5,5.666666666666667,,4.5,0.4166666666666667,,2,,,,,2,2,,2,2,,8,,,,,8,8,,8,8
3,,,,,Vishal Mane,Vishal Mane,,Vishal Mane,Vishal Mane,,,,,,,13,13,,13,13,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,,,,,,,U Mumba,U Mumba,,U Mumba,U Mumba,,,,,,,27,36,,62,25,,,,,,,16,1.23,,16,16,,,,,,,1.2307692307692308,0.094615385,,1.2307692307692308,1.2307692307692308,,,,,,,5,5,,5,5,,,,,,,9,9,,9,9,,
3,,Sunil Jaipal,,,,,,Sunil Jaipal,,Sunil Jaipal,,,2,,,,,,2,,2,,,Raider,,,,,,Raider,,Raider,,,,,,,,,,,,,,PAT,,,,,,PAT,,PAT,,,Patna Pirates,,,,,,Patna Pirates,,Patna Pirates,,,60,,,,,,93,,53,,,4,,,,,,4,,4,,,2,,,,,,2,,2,,,6,,,,,,6,,6,,,8,,,,,,8,,8,
3,Sandeep Narwal,Sandeep Narwal,,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,,14,14,,14,14,14,,14,14,14,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,19,44,,2,2,3,,14,2,42,,2,9,,6,55,3.93,,64,53,8,,0.1428571428571428,0.6428571428571429,,0.4285714285714285,3.928571428571429,0.2807142857142857,,4.571428571428571,3.7857142857142856,0.5714285714285714,,6,6,,6,6,6,,6,6,6,,0,0,,0,0,0,,0,0,0,
3,,Surender Nada,,,Surender Nada,Surender Nada,,Surender Nada,Surender Nada,,,,7,,,7,7,,7,7,,,,Defender,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,MUM,,,MUM,MUM,,MUM,MUM,,,,U Mumba,,,U Mumba,U Mumba,,U Mumba,U Mumba,,,,83,,,32,20,,63,27,,,,1,,,13,1.86,,14,13,,,,0.1428571428571428,,,1.8571428571428572,0.2657142857142857,,2,1.8571428571428572,,,,5,,,5,5,,5,5,,,,9,,,9,9,,9,9,,
3,,,,,Prashant Chavan,Prashant Chavan,,Prashant Chavan,Prashant Chavan,,,,,,,6,6,,6,6,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,,,,,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,,,,,69,67,,96,59,,,,,,,3,0.5,,3,3,,,,,,,0.5,0.083333333,,0.5,0.5,,,,,,,7,7,,7,7,,,,,,,9,9,,9,9,,
