,Match_No,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
38,38,"Pro Kabaddi League Season 4, 2016",W,4,7/17/2016 9:00,Patna Pirates beat Bengal Warriors (33-27),7/17/2016 9:00,Completed,6,4,kabaddi,Netaji Indoor Stadium,220,League,Match 39,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,27,FALSE,Patna Pirates,33,TRUE,Patna Pirates,Monu Goyat,388,9,,Jang Kun Lee,12,7,,Amit Singh Chhillar,28,4,Defender,Surjeet Narwal,118,3,Raider,Vishal Mane,123,2,,Pardeep Narwal,197,9,,Fazel Atrachali,259,7,,Surjeet Singh,119,6,,Rajesh Mondal,85,3,,Dharmaraj Cheralathan,42,3,,,FALSE,FALSE
39,39,"Pro Kabaddi League Season 4, 2016",Tied,4,7/18/2016 8:00,Match Tied,7/18/2016 8:00,Completed,0,4,kabaddi,Netaji Indoor Stadium,221,League,Match 40,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,34,FALSE,Telugu Titans,34,FALSE,Unknown,Jang Kun Lee,12,13,,Monu Goyat,388,6,,Vishal Mane,123,5,,Nitin Madane,75,2,Raider,C. Arun,191,2,,Nilesh Salunke,293,10,,Rahul Chaudhari,81,8,,Sandeep Narwal,142,6,,Vinod Kumar,215,3,,Sandeep Kumar Dhull,290,2,,,FALSE,FALSE
40,40,"Pro Kabaddi League Season 4, 2016",W,4,7/19/2016 8:00,Telugu Titans beat Dabang Delhi K.C. (36-28),7/19/2016 8:00,Completed,8,4,kabaddi,Netaji Indoor Stadium,222,League,Match 41,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,36,TRUE,Dabang Delhi,28,FALSE,Telugu Titans,Rahul Chaudhari,81,16,,Sandeep Narwal,142,5,,Jasmer Singh Gulia,51,5,,Sandeep Kumar Dhull,290,2,,K. Prapanjan,219,2,,Meraj Sheykh,251,8,,Selvamani K,264,5,,Sachin Shingade,165,3,,Kashiling Adake,58,3,,Prashant Chavan,147,2,All Rounder,,FALSE,FALSE
41,41,"Pro Kabaddi League Season 4, 2016",W,4,7/19/2016 9:00,Bengaluru Bulls beat Bengal Warriors (27-25),7/19/2016 9:00,Completed,2,4,kabaddi,Netaji Indoor Stadium,223,League,Match 42,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,25,FALSE,Bengaluru Bulls,27,TRUE,Bengaluru Bulls,Nitin Madane,75,6,Raider,Vishal Mane,123,4,,Jang Kun Lee,12,4,,Monu Goyat,388,3,,C. Arun,191,3,,Rohit Kumar,326,8,,Ashish Kumar,202,7,,Vinod Kumar,387,4,,Yogesh Hooda,245,3,,Surender Nada,146,3,Defender,,FALSE,FALSE
42,42,"Pro Kabaddi League Season 4, 2016",W,4,7/20/2016 8:00,U Mumba beat Puneri Paltan (34-31),7/20/2016 8:00,Completed,3,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",224,League,Match 43,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,34,TRUE,Puneri Paltan,31,FALSE,U Mumba,Anup Kumar,29,11,,Rishank Devadiga,94,5,,Surjeet Singh,322,5,,Rakesh Kumar,88,4,Raider,Jeeva Kumar,54,2,,Ajay Thakur,26,9,,Deepak Niwas Hooda,41,7,,Somvir Shekhar,109,4,Defender,Joginder Singh Narwal,194,3,,Sonu Narwal,190,2,Raider,,FALSE,FALSE
43,43,"Pro Kabaddi League Season 4, 2016",W,4,7/21/2016 8:00,Jaipur Pink Panthers beat Dabang Delhi K.C. (24-22),7/21/2016 8:00,Completed,2,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",225,League,Match 44,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,24,TRUE,Dabang Delhi,22,FALSE,Jaipur Pink Panthers,Jasvir Singh,52,7,,Ajay Kumar,389,5,,Amit Hooda,212,3,,Ran Singh,160,3,,Rajesh Narwal,86,2,,Meraj Sheykh,251,11,,Kashiling Adake,58,4,,Prashant Chavan,147,2,All Rounder,Selvamani K,264,2,,Sachin Shingade,165,2,,,FALSE,FALSE
44,44,"Pro Kabaddi League Season 4, 2016",Tied,4,7/21/2016 9:00,Match Tied,7/21/2016 9:00,Completed,0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",226,League,Match 45,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,25,FALSE,Telugu Titans,25,FALSE,Unknown,Anup Kumar,29,6,,Rakesh Kumar,88,6,Raider,Rishank Devadiga,94,3,,Suresu Kumar,173,3,Raider,Jeeva Kumar,54,2,,Rahul Chaudhari,81,8,,Sandeep Narwal,142,6,,Sandeep Kumar Dhull,290,2,,Nilesh Salunke,293,2,,Jasmer Singh Gulia,51,2,,,FALSE,FALSE
45,45,"Pro Kabaddi League Season 4, 2016",W,4,7/22/2016 8:00,Jaipur Pink Panthers beat Patna Pirates (29-22),7/22/2016 8:00,Completed,7,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",227,League,Match 46,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,29,TRUE,Patna Pirates,22,FALSE,Jaipur Pink Panthers,Ajay Kumar,389,7,,Amit Hooda,212,5,,Rajesh Narwal,86,4,,Jasvir Singh,52,3,,Mahipal Narwal,67,2,Defender,Pardeep Narwal,197,7,,Surjeet Singh,119,5,,Kuldeep Singh,252,2,,Fazel Atrachali,259,2,,Abolfazl Maghsodloumahali,300,2,,,FALSE,FALSE
46,46,"Pro Kabaddi League Season 4, 2016",W,4,7/22/2016 9:00,Bengal Warriors beat U Mumba (31-27),7/22/2016 9:00,Completed,4,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",228,League,Match 47,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,27,FALSE,Bengal Warriors,31,TRUE,Bengal Warriors,Rishank Devadiga,94,7,,Anup Kumar,29,5,,Rakesh Kumar,88,4,Raider,Surjeet Singh,322,2,,Nitin Kumar,367,1,All Rounder,Jang Kun Lee,12,8,,Monu Goyat,388,6,,Girish Maruti Ernak,161,5,,C. Arun,191,3,,Vishal Mane,123,2,,,FALSE,FALSE
47,47,"Pro Kabaddi League Season 4, 2016",W,4,7/23/2016 8:00,Patna Pirates beat Puneri Paltan (31-28),7/23/2016 8:00,Completed,3,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",229,League,Match 48,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,31,TRUE,Puneri Paltan,28,FALSE,Patna Pirates,Pardeep Narwal,197,12,,Bajirao Hodage,164,5,,Rajesh Mondal,85,2,,Kuldeep Singh,252,2,,Fazel Atrachali,259,2,,Deepak Niwas Hooda,41,8,,Ajay Thakur,26,6,,Ravinder Pahal,157,4,,Parmod Narwal,150,3,All Rounder,Somvir Shekhar,109,3,Defender,,FALSE,FALSE
48,48,"Pro Kabaddi League Season 4, 2016",W,4,7/23/2016 9:00,Bengaluru Bulls beat U Mumba (28-27),7/23/2016 9:00,Completed,1,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",230,League,Match 49,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,27,FALSE,Bengaluru Bulls,28,TRUE,Bengaluru Bulls,Anup Kumar,29,7,,Surjeet Singh,322,5,,Rakesh Kumar,88,4,Raider,Rishank Devadiga,94,4,,Jeeva Kumar,54,2,,Rohit Kumar,326,8,,Mohit Chhillar,71,5,,Surender Nada,146,3,Defender,Ashish Kumar,202,2,,Vinod Kumar,387,2,,,FALSE,FALSE
49,49,"Pro Kabaddi League Season 4, 2016",W,4,7/24/2016 8:00,Dabang Delhi K.C. beat Bengal Warriors (41-20),7/24/2016 8:00,Completed,21,2,kabaddi,Thyagaraj Indoor Stadium,231,League,Match 50,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,41,TRUE,Bengal Warriors,20,FALSE,Dabang Delhi,Kashiling Adake,58,13,,Selvamani K,264,7,,Prashant Chavan,147,3,All Rounder,D. Suresh Kumar,162,3,Defender,Sachin Shingade,165,3,,Monu Goyat,388,11,,Jang Kun Lee,12,5,,Nitin Madane,75,1,Raider,Ravi Dalal,92,1,Raider,Girish Maruti Ernak,161,1,,,FALSE,FALSE
50,50,"Pro Kabaddi League Season 4, 2016",W,4,7/24/2016 9:00,Telugu Titans beat Jaipur Pink Panthers (35-23),7/24/2016 9:00,Completed,12,2,kabaddi,Thyagaraj Indoor Stadium,232,League,Match 51,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,TRUE,Jaipur Pink Panthers,23,FALSE,Telugu Titans,Rahul Chaudhari,81,11,,Nilesh Salunke,293,5,,Vinod Kumar,215,4,,Jasmer Singh Gulia,51,3,,Sandeep Kumar Dhull,290,2,,Tushar Patil,242,8,,Ran Singh,160,3,,Mahipal Narwal,67,3,Defender,Rajesh Narwal,86,2,,Amit Hooda,212,2,,,FALSE,FALSE
51,51,"Pro Kabaddi League Season 4, 2016",W,4,7/25/2016 8:00,Patna Pirates beat Dabang Delhi K.C. (32-31),7/25/2016 8:00,Completed,1,2,kabaddi,Thyagaraj Indoor Stadium,233,League,Match 52,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,31,FALSE,Patna Pirates,32,TRUE,Patna Pirates,Kashiling Adake,58,11,,Meraj Sheykh,251,11,,Anil Kumar,386,3,,Selvamani K,264,2,,Sachin Shingade,165,2,,Pardeep Narwal,197,9,,Rajesh Mondal,85,7,,Fazel Atrachali,259,4,,Anil Kumar,311,2,,Hadi Oshtorak,249,2,,,FALSE,FALSE
52,52,"Pro Kabaddi League Season 4, 2016",W,4,7/26/2016 8:00,Telugu Titans beat Patna Pirates (46-25),7/26/2016 8:00,Completed,21,2,kabaddi,Thyagaraj Indoor Stadium,234,League,Match 53,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,25,FALSE,Telugu Titans,46,TRUE,Telugu Titans,Abolfazl Maghsodloumahali,300,9,,Fazel Atrachali,259,8,,Mahesh Goud,66,3,,Pardeep Narwal,197,2,,Hadi Oshtorak,249,2,,Rahul Chaudhari,81,13,,Athul MS,376,7,,Sandeep Narwal,142,6,,Vishal Bhardwaj,358,5,,Rupesh Tomar,97,3,All Rounder,,FALSE,FALSE
53,53,"Pro Kabaddi League Season 4, 2016",W,4,7/26/2016 9:00,Puneri Paltan beat Dabang Delhi K.C. (39-34),7/26/2016 9:00,Completed,5,2,kabaddi,Thyagaraj Indoor Stadium,235,League,Match 54,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,34,FALSE,Puneri Paltan,39,TRUE,Puneri Paltan,Kashiling Adake,58,10,,Prashanth Kumar Rai,155,5,,Umesh Mhatre,272,5,Raider,Anil Kumar,386,4,,Meraj Sheykh,251,4,,Deepak Niwas Hooda,41,17,,Nitin Tomar,320,6,,Ravinder Pahal,157,3,,Joginder Singh Narwal,194,1,,Manjeet Chhillar,69,1,,,FALSE,FALSE
54,54,"Pro Kabaddi League Season 4, 2016",W,4,7/27/2016 8:00,Puneri Paltan beat Bengaluru Bulls (36-33),7/27/2016 8:00,Completed,3,2,kabaddi,Thyagaraj Indoor Stadium,236,League,Match 55,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,36,TRUE,Bengaluru Bulls,33,FALSE,Puneri Paltan,Manjeet Chhillar,69,11,,Deepak Niwas Hooda,41,9,,Nitin Tomar,320,5,,Ajay Thakur,26,3,,Somvir Shekhar,109,1,Defender,Rohit Kumar,326,9,,Mohit Chhillar,71,8,,Sumit Singh,363,4,,Surender Nada,146,4,Defender,Yogesh Hooda,245,3,,,FALSE,FALSE
55,55,"Pro Kabaddi League Season 4, 2016",W,4,7/27/2016 9:00,U Mumba beat Dabang Delhi K.C. (38-34),7/27/2016 9:00,Completed,4,2,kabaddi,Thyagaraj Indoor Stadium,237,League,Match 56,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,34,FALSE,U Mumba,38,TRUE,U Mumba,Prashanth Kumar Rai,155,10,,Kashiling Adake,58,7,,D. Suresh Kumar,162,3,Defender,Umesh Mhatre,272,3,Raider,Sachin Shingade,165,2,,Rishank Devadiga,94,10,,Anup Kumar,29,8,,Rakesh Kumar,88,5,Raider,Jeeva Kumar,54,3,,Suresu Kumar,173,3,Raider,,FALSE,FALSE
56,56,"Pro Kabaddi League Season 4, 2016",W,4,7/29/2016 8:00,Patna Pirates beat Puneri Paltan (37-33),7/29/2016 8:00,Completed,4,9,kabaddi,Gachibowli Indoor Stadium,238,Semi Final,Semi-Final 1,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,37,TRUE,Puneri Paltan,33,FALSE,Patna Pirates,Pardeep Narwal,197,10,,Rajesh Mondal,85,6,,Surjeet Singh,119,5,,Kuldeep Singh,252,5,,Hadi Oshtorak,249,4,,Deepak Niwas Hooda,41,9,,Manjeet Chhillar,69,7,,Parmod Narwal,150,3,All Rounder,Somvir Shekhar,109,3,Defender,Nitin Tomar,320,3,,,FALSE,FALSE
57,57,"Pro Kabaddi League Season 4, 2016",W,4,7/29/2016 9:00,Jaipur Pink Panthers beat Telugu Titans (34-24),7/29/2016 9:00,Completed,10,9,kabaddi,Gachibowli Indoor Stadium,239,Semi Final,Semi-Final 2,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,24,FALSE,Jaipur Pink Panthers,34,TRUE,Jaipur Pink Panthers,Rahul Chaudhari,81,9,,Nilesh Salunke,293,6,,Sandeep Kumar Dhull,290,3,,Sukesh Hegde,111,1,,Sandeep Narwal,142,1,,Jasvir Singh,52,9,,Ajay Kumar,389,6,,Ran Singh,160,4,,Amit Hooda,212,4,,Rajesh Narwal,86,4,,,FALSE,FALSE
58,58,"Pro Kabaddi League Season 4, 2016",W,4,7/31/2016 8:00,Puneri Paltan beat Telugu Titans (40-35),7/31/2016 8:00,Completed,5,9,kabaddi,Gachibowli Indoor Stadium,240,Super Playoffs,3/4 Place,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,FALSE,Puneri Paltan,40,TRUE,Puneri Paltan,Rahul Chaudhari,81,18,,S Mahalingam,391,3,All Rounder,Nilesh Salunke,293,2,,Vishal Bhardwaj,358,2,,Sagar B. Krishna,347,1,,Deepak Niwas Hooda,41,17,,Joginder Singh Narwal,194,6,,Somvir Shekhar,109,3,Defender,Ajay Thakur,26,3,,Nitin Tomar,320,2,,,FALSE,FALSE
59,59,"Pro Kabaddi League Season 4, 2016",W,4,7/31/2016 9:15,Patna Pirates beat Jaipur Pink Panthers (37-29),7/31/2016 9:15,Completed,8,9,kabaddi,Gachibowli Indoor Stadium,241,Final,Final,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,37,TRUE,Jaipur Pink Panthers,29,FALSE,Patna Pirates,Pardeep Narwal,197,16,,Hadi Oshtorak,249,5,,Kuldeep Singh,252,3,,Dharmaraj Cheralathan,42,3,,Surjeet Singh,119,2,,Jasvir Singh,52,13,,Rajesh Narwal,86,7,,Amit Hooda,212,3,,Ajay Kumar,389,1,,Rohit Rana,96,1,,,FALSE,FALSE
0,0,"Pro Kabaddi League Season 5, 2017",W,8,7/28/2017 8:00,Telugu Titans beat Tamil Thalaivas (32-27),7/28/2017 8:00,Completed,5,9,kabaddi,Gachibowli Indoor Stadium,286,League,Match 1,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,32,TRUE,Tamil Thalaivas,27,FALSE,Telugu Titans,Rahul Chaudhari,81,10,,Nilesh Salunke,293,7,,Vishal Bhardwaj,358,5,,Farhad Rahimi Milaghardan,482,4,,Rakesh Kumar,88,2,Raider,K. Prapanjan,219,7,,Ajay Thakur,26,6,,C. Arun,191,4,,Vineet Sharma,268,3,,D. Pradap,722,3,,,FALSE,FALSE
1,1,"Pro Kabaddi League Season 5, 2017",W,8,7/28/2017 9:00,Puneri Paltan beat U Mumba (33-21),7/28/2017 9:00,Completed,12,9,kabaddi,Gachibowli Indoor Stadium,287,League,Match 2,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,U Mumba,21,FALSE,Puneri Paltan,33,TRUE,Puneri Paltan,Anup Kumar,29,8,,Kuldeep Singh,252,4,,Shabeer Bappu,105,2,,Shrikant Jadhav,106,1,,Kashiling Adake,58,1,,Sandeep Narwal,142,6,,Deepak Niwas Hooda,41,5,,Dharmaraj Cheralathan,42,4,,Girish Maruti Ernak,161,3,,Ravi Kumar,240,3,,,FALSE,FALSE
2,2,"Pro Kabaddi League Season 5, 2017",W,8,7/29/2017 8:00,Dabang Delhi K.C. beat Jaipur Pink Panthers (30-26),7/29/2017 8:00,Completed,4,9,kabaddi,Gachibowli Indoor Stadium,288,League,Match 3,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Jaipur Pink Panthers,26,FALSE,Dabang Delhi,30,TRUE,Dabang Delhi,Pawan Kumar Kadian,156,7,,Jasvir Singh,52,5,,Somvir Shekhar,109,3,Defender,Selvamani K,264,2,,Tushar Patil,242,1,,Meraj Sheykh,251,7,,Nilesh Shinde,73,5,Defender,Abolfazl Maghsodloumahali,300,4,,Sunil,207,3,,Rohit Baliyan,261,2,,,FALSE,FALSE
3,3,"Pro Kabaddi League Season 5, 2017",W,8,7/29/2017 9:00,Patna Pirates beat Telugu Titans (35-29),7/29/2017 9:00,Completed,6,9,kabaddi,Gachibowli Indoor Stadium,289,League,Match 4,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,29,FALSE,Patna Pirates,35,TRUE,Patna Pirates,Rahul Chaudhari,81,7,,Nilesh Salunke,293,6,,Vishal Bhardwaj,358,5,,Vikas Kumar,762,5,Raider,Rakesh Kumar,88,2,Raider,Pardeep Narwal,197,15,,Monu Goyat,388,8,,Vishal Mane,123,3,,Jawahar Dagar,390,2,,Manish,728,2,,,FALSE,FALSE
4,4,"Pro Kabaddi League Season 5, 2017",W,8,7/30/2017 8:00,U Mumba beat Haryana Steelers (29-28),7/30/2017 8:00,Completed,1,9,kabaddi,Gachibowli Indoor Stadium,290,League,Match 5,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,U Mumba,29,TRUE,Haryana Steelers,28,FALSE,U Mumba,Kashiling Adake,58,7,,Anup Kumar,29,6,,Surinder Singh,733,4,,Joginder Singh Narwal,194,3,,D. Suresh Kumar,162,3,Defender,Vikash Khandola,366,6,,Wazir Singh,124,6,,Surender Nada,146,5,Defender - Left Corner,Surjeet Singh,119,4,,Rakesh Singh Kumar,158,3,Defender,,FALSE,FALSE
5,5,"Pro Kabaddi League Season 5, 2017",W,8,7/30/2017 9:00,Bengaluru Bulls beat Telugu Titans (31-21),7/30/2017 9:00,Completed,10,9,kabaddi,Gachibowli Indoor Stadium,291,League,Match 6,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,21,FALSE,Bengaluru Bulls,31,TRUE,Bengaluru Bulls,Rahul Chaudhari,81,4,,Rakesh Kumar,88,4,Raider,Mohsen Maghsoudloujafari,567,4,,Vikas Kumar,762,3,Raider,Nilesh Salunke,293,3,,Rohit Kumar,326,12,,Ajay Kumar,389,7,,Ravinder Pahal,157,3,,Mahender Singh,769,3,,Ashish Kumar,202,2,,,FALSE,FALSE
6,6,"Pro Kabaddi League Season 5, 2017",W,8,8/1/2017 8:00,Gujarat Fortunegiants beat Dabang Delhi K.C. (26-20),8/1/2017 8:00,Completed,6,9,kabaddi,Gachibowli Indoor Stadium,292,League,Match 7,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Gujarat Giants,26,TRUE,Dabang Delhi,20,FALSE,Gujarat Giants,Fazel Atrachali,259,4,,Sachin,757,3,,Rakesh Narwal,204,3,,Sukesh Hegde,111,3,,Sunil Kumar,368,2,Defender,R. Sriram,718,5,,Anand Patil,576,3,,Sunil,207,2,,Abolfazl Maghsodloumahali,300,2,,Nilesh Shinde,73,2,Defender,,FALSE,FALSE
7,7,"Pro Kabaddi League Season 5, 2017",W,8,8/1/2017 9:00,U.P. Yoddha beat Telugu Titans (31-18),8/1/2017 9:00,Completed,13,9,kabaddi,Gachibowli Indoor Stadium,293,League,Match 8,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,18,FALSE,U.P. Yoddhas,31,TRUE,U.P. Yoddhas,Rahul Chaudhari,81,7,,Vishal Bhardwaj,358,3,,Vikas Kumar,762,3,Raider,Nilesh Salunke,293,2,,Rakesh Kumar,88,2,Raider,Nitin Tomar,320,6,,Nitesh Kumar,725,5,,Rishank Devadiga,94,5,,Mahesh Goud,66,4,,Surender Singh,234,3,,,FALSE,FALSE
8,8,"Pro Kabaddi League Season 5, 2017",T,8,8/2/2017 8:00,Match Tied,8/2/2017 8:00,Completed,0,9,kabaddi,Gachibowli Indoor Stadium,294,League,Match 9,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Gujarat Giants,27,FALSE,Haryana Steelers,27,FALSE,Tie,Mahendra Ganesh Rajput,163,5,,Sunil Kumar,368,3,Defender,Parvesh Bhainswal,357,3,,Sachin,757,3,,Sukesh Hegde,111,3,,Surender Nada,146,7,Defender - Left Corner,Vikash Khandola,366,7,,Surjeet Singh,119,6,,Prashanth Kumar Rai,155,3,,Rakesh Singh Kumar,158,1,Defender,,FALSE,FALSE
9,9,"Pro Kabaddi League Season 5, 2017",W,8,8/2/2017 9:00,Bengal Warriors beat Telugu Titans (30-24),8/2/2017 9:00,Completed,6,9,kabaddi,Gachibowli Indoor Stadium,295,League,Match 10,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,24,FALSE,Bengal Warriors,30,TRUE,Bengal Warriors,Vikas Kumar,762,9,Raider,Nilesh Salunke,293,5,,Rahul Chaudhari,81,5,,Vinod Kumar,215,2,,Vishal Bhardwaj,358,1,,Maninder Singh,143,11,,Jang Kun Lee,12,8,,Shrikant Tewthia,107,1,,Ran Singh,160,1,,Deepak Narwal,211,1,,,FALSE,FALSE
10,10,"Pro Kabaddi League Season 5, 2017",W,8,8/3/2017 8:00,Patna Pirates beat Telugu Titans (43-36),8/3/2017 8:00,Completed,7,9,kabaddi,Gachibowli Indoor Stadium,296,League,Match 11,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Telugu Titans,36,FALSE,Patna Pirates,43,TRUE,Patna Pirates,Rahul Chaudhari,81,12,,Rakesh Kumar,88,6,Raider,Nilesh Salunke,293,4,,Rakshith,837,4,,Vishal Bhardwaj,358,2,,Pardeep Narwal,197,12,,Monu Goyat,388,10,,Jaideep,579,4,,Manish,728,4,,Vinod Kumar,764,4,,,FALSE,FALSE
11,11,"Pro Kabaddi League Season 5, 2017",W,8,8/4/2017 8:00,Bengaluru Bulls beat Tamil Thalaivas (32-31),8/4/2017 8:00,Completed,1,17,kabaddi,Mankapur Indoor Stadium,297,League,Match 12,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Bengaluru Bulls,32,TRUE,Tamil Thalaivas,31,FALSE,Bengaluru Bulls,Rohit Kumar,326,11,,Ashish Kumar,202,6,,Mahender Singh,769,5,,Ravinder Pahal,157,3,,Ajay Kumar,389,2,,Ajay Thakur,26,6,,K. Prapanjan,219,6,,D. Pradap,722,4,,Dong Geon Lee,522,3,,Amit Hooda,212,3,,,FALSE,FALSE
12,12,"Pro Kabaddi League Season 5, 2017",W,8,8/4/2017 9:00,Puneri Paltan beat Dabang Delhi K.C. (26-21),8/4/2017 9:00,Completed,5,17,kabaddi,Mankapur Indoor Stadium,298,League,Match 13,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Puneri Paltan,26,TRUE,Dabang Delhi,21,FALSE,Puneri Paltan,Rajesh Mondal,85,8,,Deepak Niwas Hooda,41,7,,Dharmaraj Cheralathan,42,2,,Sandeep Narwal,142,2,,Ravi Kumar,240,2,,Anand Patil,576,8,,Sunil,207,4,,Shubham Ashok Palkar,605,2,,R. Sriram,718,1,,Bajirao Hodage,164,1,,,FALSE,FALSE
13,13,"Pro Kabaddi League Season 5, 2017",W,8,8/5/2017 8:00,U Mumba beat Dabang Delhi K.C. (36-22),8/5/2017 8:00,Completed,14,17,kabaddi,Mankapur Indoor Stadium,299,League,Match 14,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,U Mumba,36,TRUE,Dabang Delhi,22,FALSE,U Mumba,Shabeer Bappu,105,7,,Anup Kumar,29,7,,D. Suresh Kumar,162,4,Defender,Kuldeep Singh,252,3,,N. Renjith,710,3,Defender,Meraj Sheykh,251,7,,Nilesh Shinde,73,5,Defender,R. Sriram,718,3,,Sunil,207,1,,Bajirao Hodage,164,1,,,FALSE,FALSE
14,14,"Pro Kabaddi League Season 5, 2017",W,8,8/5/2017 9:00,U.P. Yoddha beat Bengaluru Bulls (32-27),8/5/2017 9:00,Completed,5,17,kabaddi,Mankapur Indoor Stadium,300,League,Match 15,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Bengaluru Bulls,27,FALSE,U.P. Yoddhas,32,TRUE,U.P. Yoddhas,Rohit Kumar,326,11,,Ajay Kumar,389,3,,Gurvinder Singh,46,3,,Mahender Singh,769,2,,Ashish Kumar,202,2,,Nitin Tomar,320,9,,Rishank Devadiga,94,5,,Rajesh Narwal,86,3,,Surender Singh,234,3,,Jeeva Kumar,54,3,,,FALSE,FALSE
15,15,"Pro Kabaddi League Season 5, 2017",W,8,8/6/2017 8:00,Bengal Warriors beat U.P. Yoddha (40-20),8/6/2017 8:00,Completed,20,17,kabaddi,Mankapur Indoor Stadium,301,League,Match 16,pkl,"Pro Kabaddi League Season 5, 2017",8,+05:30,Bengal Warriors,40,TRUE,U.P. Yoddhas,20,FALSE,Bengal Warriors,Vinod Kumar,387,8,,Jang Kun Lee,12,7,,Maninder Singh,143,6,,Ran Singh,160,5,,Deepak Narwal,211,2,,Surender Singh,234,5,,Rajesh Narwal,86,3,,Rohit Kumar,712,2,Defender,Jeeva Kumar,54,2,,Mahesh Goud,66,2,,,FALSE,FALSE
